CVEGEO,$CO$,$HCHO$,$NO_2$,$O_3$,$SO_2$,NOM_ENT,NOM_MUN,NOM_LOC,POB_TOTAL,GM_2020
0600900010944,0.2341414064932452,0.0014715271409349157,0.000618998341008948,1.228356463800006,0.0005065402905365902,Colima,Tecomán,Tecomán,413,3
0600900010959,0.033316107267408974,0.00020363507829256034,8.57996361391192e-05,0.17550944062230298,0.00010254450967572477,Colima,Tecomán,Tecomán,58,2
0600900010963,1.205559237116685,0.007570921655195786,0.0031823188431146687,6.316565465003142,0.0026328651257078632,Colima,Tecomán,Tecomán,1520,4
0600900010978,0.43545567356049125,0.002643086799482887,0.0011364113456762213,2.279481357449526,0.0009797860533613718,Colima,Tecomán,Tecomán,178,2
0600900010982,3.94364216306252,0.023700591743226876,0.010222619820962708,20.518648878009316,0.00994805337274152,Colima,Tecomán,Tecomán,1989,2
0600900010997,2.7673195928459924,0.016641867769593238,0.007146076495332781,14.387061725148765,0.007541887286356476,Colima,Tecomán,Tecomán,2044,3
0600900011001,1.8843621835358346,0.01136489606988849,0.00488585989275069,9.823460425364095,0.004994268511907273,Colima,Tecomán,Tecomán,2138,2
0600900011016,2.0904255576955566,0.012576022973477482,0.005397363139717074,10.87812792585007,0.005672783955924248,Colima,Tecomán,Tecomán,2082,3
0600900011020,2.7875622444988872,0.01692428047742607,0.0071835191414076315,14.752203160002695,0.00790486149484862,Colima,Tecomán,Tecomán,1592,2
0600900011035,1.2626477444959112,0.007660453652339914,0.003253627535961663,6.675308136523339,0.003561488179875093,Colima,Tecomán,Tecomán,1552,2
060090001104A,0.8700160227777392,0.005356352261419962,0.0022707988084239195,4.552703742518089,0.001720162378513355,Colima,Tecomán,Tecomán,712,4
0600900011054,0.8039818698858291,0.005049802083304946,0.002151607666484933,4.205881732366716,0.001783026802208003,Colima,Tecomán,Tecomán,384,4
0600900011069,0.0,0.0,0.0,0.0,0.0,Colima,Tecomán,Tecomán,73,3
0600900011092,3.2168473288629587,0.019851597713744354,0.008603814404328117,16.833162799899466,0.008952315622417795,Colima,Tecomán,Tecomán,2449,3
0600900011105,5.206960919484819,0.031618680095833025,0.013783516445979414,27.177814857996832,0.013570274775705634,Colima,Tecomán,Tecomán,2674,2
060090001111A,0.3345814001240787,0.0020727493285851734,0.0008766539132498353,1.7521664151636638,0.0006802093363132331,Colima,Tecomán,Tecomán,875,3
0600900011139,1.0049773373572863,0.0063122526041311825,0.0026895095831061663,5.2573521654583955,0.0022287835027600036,Colima,Tecomán,Tecomán,143,5
0601000010095,4.7937497713744195,0.033171399738631986,0.01515641855867315,26.22085347356675,0.013478810989596418,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1535,2
0601000010108,5.060016089191708,0.03530764201427091,0.016005434512172474,27.612840317762416,0.013540318503784001,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,3075,2
0601000010112,1.6613258265047883,0.01161501280167566,0.005272972090443933,9.087230843630246,0.004536526014993034,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1948,3
0601000010127,1.9231989857497875,0.01340565756011356,0.006031584184097401,10.489237727947835,0.005563588266520681,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1380,2
0601000010131,2.8562306927712577,0.019935462052407454,0.008913834188432003,15.559379586988902,0.008102739103001121,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2628,3
0601000010146,4.723439234227471,0.032628082690629424,0.014747973284702325,25.685340378017532,0.01217960921948697,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,3103,2
0601000010150,3.66169518364764,0.02522408214423826,0.011454851734934076,19.911382907902787,0.008746384716602003,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2312,2
0601000010165,1.9963900597357234,0.013814056200174635,0.006193989703758735,10.834856027617741,0.004879125759074296,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2403,2
060100001017A,1.3530085766597248,0.00930348568660603,0.004187134100780576,7.338924267872715,0.003174637266917973,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1642,1
0601000010184,0.8721946169239345,0.005986360988205002,0.0026661140956639726,4.720296457806853,0.0018449036721300968,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1483,2
0601000010199,2.296855147041483,0.01576757207478136,0.007283282868708278,12.58795042151558,0.006453544029768117,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1961,1
0601000010201,1.6769200461345686,0.011436461527930396,0.005323079052293363,9.263036953860265,0.00469593249157797,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2271,2
060100001024A,2.5373112851907753,0.01749976364855634,0.008016165075752637,13.988071478781958,0.0074142384328740474,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1667,1
0601000010254,3.453999319600981,0.02375068606328694,0.010598037005242181,18.703531656965456,0.007544759078037397,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1629,2
0601000010288,16.100682203636428,0.1115583401094341,0.0516797775448596,88.95934018194,0.04596320593123237,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2557,3
0601000010305,10.652936488024867,0.07288327336253987,0.03363680751329455,59.27199760138914,0.029212227448637555,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1115,1
060100001031A,7.706210334509131,0.05384317610060407,0.024086354684288876,42.32947658895913,0.022163104230406263,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,3140,1
0601000010339,2.6112755413707345,0.018209084549283536,0.008014134672430754,14.165084392935029,0.0059931089383733985,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,3345,1
0601000010343,1.8865187741370493,0.012754985893850245,0.00599729610211513,10.486549462405565,0.004992462480796491,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1523,2
0601000010358,3.3655094710849367,0.02304847758078959,0.01066150005717941,18.52675824666632,0.009874100060657488,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1262,2
0601000010362,1.9373043422162153,0.013535596973582571,0.006188721941430748,10.65665232365308,0.005466788298126968,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2342,2
0601000010413,1.7329352506023312,0.012131381559163452,0.0053244724081348655,9.4443423114703,0.004151757212325627,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1764,1
0601000010428,1.5582697118920599,0.01054378661016799,0.004970623405053761,8.733699715110168,0.003732002674134427,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1904,1
0601000010432,2.9209081054135164,0.019890215941784955,0.009323477537271375,16.24780385533809,0.007423777624448773,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1890,1
0601000010447,1.1179990942641793,0.007534109402566657,0.00356534436374115,6.286586018928668,0.0025752613591611302,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2108,1
0601000010451,0.5768475996341471,0.004062703411445822,0.0017769769210238264,3.148141098515183,0.0014585593753872412,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,812,1
0601000010466,1.3546830309013351,0.009230338008361814,0.00432719860423019,7.512670663324167,0.003562769058776311,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1550,1
0601000010470,1.3021190761817938,0.008792251700268924,0.0041484066970691215,7.334775442777359,0.003058372510762333,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1291,1
0601000010485,0.1242221215849083,0.0008371232669518522,0.0003961493737490167,0.6985095576587403,0.00028614015101790336,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,146,1
060100001049A,0.22432962207994578,0.0015799402155622642,0.0006910465803981547,1.224277093867015,0.000567217534872816,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,462,1
0601000010502,1.2024028902586945,0.008133394109954839,0.0038068631065493004,6.81348860170335,0.0028726269657496127,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1317,2
0601000010517,3.79910726646826,0.025673224922287248,0.012051043262222524,21.48625016836628,0.008995403142840525,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,888,1
0601000010521,2.72971430432627,0.018486059951534337,0.008704504579387049,15.37158662671339,0.006550205533426941,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2393,2
0601000010536,0.8157036587146866,0.005546748417343999,0.0026146344196020747,4.542165091980548,0.0021781483379744336,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1179,1
0601000010555,3.3064203872029507,0.022476539466568968,0.01054128306036975,18.346959580682533,0.008628713389512056,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2200,1
060100001056A,1.6735720975050996,0.011419451749987835,0.005336022138860427,9.26083900091058,0.004410722296307166,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1193,1
0601000010574,1.8840956392583414,0.012941593961638586,0.005972438253342002,10.315747512393237,0.005302719871615633,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2043,1
0601000010589,2.3989755100762284,0.016860793391961556,0.00741635017382595,13.117219357145661,0.006902910543536332,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2042,1
0601000010606,2.5785364578371692,0.01802494443523121,0.007963390227473032,13.989085661122536,0.006389678864183315,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2500,1
0601000010610,2.6762242847568714,0.018636985582270553,0.008260544782338942,14.511378165539362,0.006423991175495942,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,3900,1
0601000010625,2.8813922362800777,0.01999433438583676,0.008761450304798472,15.56429606203984,0.005812597164144563,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,3643,1
0601000010644,0.32013986256439125,0.0022356973194085413,0.0009791707312244936,1.7491532864654675,0.0007335270871585681,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,305,1
0601000010659,0.8984492225654801,0.0062545861326908925,0.0027398381633925548,4.897530045047163,0.001956360586029928,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1083,1
0601000010663,0.3204708886856371,0.0022570574508032344,0.0009872094005687925,1.748967276952879,0.0008103107641040229,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,335,1
0601000010678,1.0875355645678897,0.007643559671022697,0.0033620787454677636,5.946472775239366,0.0031293194464031707,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,332,1
0601000010682,0.7688871379086736,0.005413357215844441,0.0023699574770749687,4.197519586286861,0.0019887767571966568,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,798,1
0601000010697,1.02550684379404,0.0072225838425703254,0.0031590700818201357,5.596695286249214,0.002592994445132852,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,493,1
060100001070A,0.3200571060340796,0.002230357286559868,0.000977161063888419,1.7491997888436146,0.0007143311679222045,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,177,1
0601000010714,0.6831972756485658,0.004602459254669228,0.002193970076666073,3.842729745576465,0.0017502532789097907,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,775,1
0601000010729,1.262651616384474,0.008521572234576358,0.004024207221808651,7.161394567465203,0.0030677069705454148,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1046,1
0601000010733,1.4965357393815095,0.010170257927915071,0.004779111752672737,8.385152267631353,0.0036028758335857596,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1315,3
0601000010748,1.8394918463231058,0.012500942036395542,0.005874324862660239,10.306749662296873,0.0044285348787824665,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2070,2
0601000010752,2.5048704544249,0.017404146145375218,0.007577188057649448,13.651551793924371,0.0058400882766585826,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2963,2
0601000010767,2.5606253488198227,0.01784300547868261,0.007816395146293747,13.993754179567805,0.005720015446714846,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2211,1
0601000010771,1.1914391758804357,0.008258220819104049,0.003575564524709434,6.47573903647477,0.0027943804642755685,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1764,1
0601000010786,0.9366530653608571,0.006473946544578083,0.0027829306939748566,5.069705517417412,0.0020561111668821555,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1464,2
0601000010790,1.5150649107609158,0.010496418637625488,0.0045295682476687435,8.219428109037043,0.00332492381219939,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1723,1
0601000010818,0.8970162959473272,0.006302832990541018,0.002758109925951949,4.897306764978676,0.002445777411876566,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,932,2
0601000010822,0.4166121552913282,0.002934174686044205,0.00128337222073943,2.2736574600387427,0.0010534039933352299,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,571,1
0601000010837,0.192282533211382,0.0013542344704819407,0.0005923256403412754,1.0493803661717271,0.00048618645846241375,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,271,1
0601000010841,0.32298381564167455,0.002232395360199345,0.0009596312737844332,1.7481743163508314,0.0007090038506490191,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,631,2
0601000010856,0.6081085014647519,0.004237678844463749,0.0018566060213879958,3.3234795988028685,0.0013572292190521884,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,458,1
0601000010860,0.22420548728447853,0.001571930166289254,0.0006880320793940427,1.2243468474342358,0.0005384236560182705,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,269,1
0601000010875,1.628968300412203,0.011055431976229378,0.005251280131108465,9.083698316377538,0.004636342928029369,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1388,1
060100001088A,1.644667912515772,0.011061348474572115,0.005287061198407773,9.257276932401318,0.004260847366773686,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,886,1
0601000010894,1.0869435638679523,0.007324828585828698,0.0034663070203038962,6.111958629513984,0.0025037263214066547,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1416,1
0601000010907,0.8320399800779816,0.005608378548612735,0.0026246177634559305,4.715704277454473,0.002013652371637827,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,145,2
0601000010911,0.4647585561624795,0.0031150888571607345,0.00149726941202209,2.6198618224691845,0.0012319006856915987,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,333,1
0601000010926,1.1208205450966164,0.007846300749324561,0.0034351362286300265,6.12185049311655,0.0026441284820004286,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,495,1
0601000010930,1.628968300412203,0.011055431976229378,0.005251280131108465,9.083698316377538,0.004636342928029369,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1098,1
0601000010945,2.1264687158916735,0.014353552160815833,0.006767797775889475,11.88132417256994,0.005348964407141845,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1013,1
060100001095A,1.9162147982808602,0.012940055231510508,0.0060937079301109885,10.661297441897187,0.005019319839151747,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1452,1
0601000010964,1.619363244087535,0.011231667518826257,0.004917365190316946,8.74408757992675,0.0032069334716755787,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1515,1
0601000010979,1.9698998436116526,0.013678670047159858,0.005989717570924219,10.668360256798033,0.0040218755458248335,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,561,1
0601000010983,1.347945739193655,0.009454578575621144,0.0041890400203200345,7.344234974695655,0.003894839884814025,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1256,1
0601000010998,2.953249775825678,0.02071875755596219,0.009137494165602491,16.088611123846153,0.008001587233405525,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1374,1
0601000011002,1.939340871099004,0.013083543618541896,0.00618395132837156,11.0038636801591,0.004719487212528333,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,448,1
0601000011017,1.7681536537738347,0.011860496849680211,0.005696477245135103,9.95558734410594,0.004737859348845631,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,859,1
0601000011021,0.379767088573059,0.0026519134557182068,0.0011837245145300227,2.099780510738519,0.0010451548306899467,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,372,2
0601000011036,1.9177451499899618,0.013724425990293287,0.0058553151271025184,10.677206395477999,0.005382969843156174,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1898,2
0601000011040,1.0795376906553733,0.007693354201483318,0.003314463543924218,5.948020700399755,0.003331066971557175,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1014,2
0601000011055,1.3353682271947822,0.00951693494171721,0.0040952641562921124,7.3471914807961065,0.00415929306122287,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1132,2
060100001106A,1.4993967641594836,0.010609674960678413,0.0045432049116776434,8.222250138484023,0.004809142859517292,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1655,2
0601000011074,1.4320788873607715,0.010206464113755953,0.004388458291794006,7.871726035073212,0.00448876723579971,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1518,2
0601000011089,1.2729590109873523,0.00907241254556092,0.0039008518149280047,6.997089808953966,0.003990015320710903,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,969,1
0601000011093,0.8161508502825313,0.005836235995721355,0.0024628679759832414,4.5509400256234676,0.002243911888351154,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1180,4
0601000011106,1.0454971436888674,0.007218100427342545,0.003301389719045197,5.939144098688217,0.0026525194076750538,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1015,2
0601000011110,0.5733997967000337,0.004078016161725416,0.0017551568014706925,3.1486972306757455,0.001776675692165519,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,808,1
060100001113A,2.715018401443832,0.01910798951993345,0.00838875399730574,14.867035503310333,0.007878470521346617,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1375,1
0601000011144,3.1685153231537826,0.02216813296503621,0.009876237983973614,17.659201231826234,0.008596190014166921,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,2679,1
0601000011159,1.4775501587608908,0.010573943214571302,0.004509979578728999,8.22669999121077,0.004145240109605741,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1864,2
0601000011163,0.7911814345272069,0.005524819699412931,0.002466092738604214,4.374542730705248,0.002177405897270722,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,352,1
0601000011178,0.5900550775283167,0.003976335518021298,0.0018817095253078292,3.3179203988790187,0.0013591657173350408,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,579,1
0601000011182,2.9761520466198093,0.02025010623669258,0.009603223987622582,16.594672089880717,0.008721573744470974,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,143,1
0601000011197,0.1256442553094841,0.0008951102797271098,0.00038924484898307635,0.7000385560879856,0.00035870416470635717,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,114,2
060100001120A,0.1591198763734185,0.0011340515681951262,0.0004876064768660006,0.8746362261192452,0.0004987519150888641,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,198,1
0601000011214,1.1204973839920935,0.00804214921768785,0.003435574310420505,6.29509217039637,0.0031319477312810795,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1001,1
0601000011229,1.608724479706573,0.011628195869237246,0.004914851087803296,9.088875197874733,0.004318372536748648,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,773,2
0601000011248,1.4436180181935738,0.009949047630691425,0.0045068460939219545,8.039463218084625,0.0037690982788586083,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,418,1
0601000011252,1.2958818748861374,0.008799177092588227,0.00411695092014529,7.335973416248085,0.0032102751177900154,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1364,1
0601000011267,1.2448902177010983,0.008779790722214938,0.0037505671098952338,6.8232062701056035,0.004016333977328422,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1099,2
0601000011286,0.5779457307458383,0.00404146029150911,0.0017533446794954148,3.148751763847435,0.0016260260749303833,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,513,2
0601000011290,0.408699786063434,0.002924877670062579,0.0012478540434808646,2.275470215429737,0.0011471902944431432,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,232,1
0601000011318,3.5781688204019497,0.024779061916681323,0.011272792289728939,19.577816137464303,0.010399297451810858,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1216,2
0601000011322,2.4323892678385506,0.016969629723881424,0.007611841800211671,13.288384990257132,0.0070463061159276455,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1319,2
0601000011337,1.3690611888525868,0.009805320436424956,0.004258482590431423,7.692377813101375,0.003872083186496914,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1272,1
0601000011341,0.9099090451398283,0.006515525186541924,0.002780470964320765,5.075055347770118,0.002551934901840257,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,945,1
0601000011356,0.7824730172860356,0.005305247785825568,0.0025223175180547667,4.367104549598777,0.0022149435660026814,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,255,1
0601000011360,1.1912205497291615,0.008269162476186065,0.003564008705919548,6.475283536483631,0.0029067626017682886,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,414,1
0601000011375,1.8593104944850474,0.01307658276327012,0.005605361653491303,10.146832943290327,0.005725416287492495,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,1878,1
060100001138A,0.4174052499831052,0.0029188324327565794,0.0012663044907466885,2.2740984961120363,0.001174352165227499,Colima,Villa de Álvarez,Ciudad de Villa de Álvarez,126,1
