Año,Cve. Edo.,Entidad Fed.,Municipio,Municipio o Deleg.,PM10,PM2.5,SO2,CO,NOX,COV,NH3
2005,20,OAXACA,20256,San Mateo Tlapiltepec,3.62,2.62,0.26,20.33,10.2,15.01,1.58
2005,20,OAXACA,20257,San Melchor Betaza,7.28,5.81,0.07,48.87,93.13,345.72,3.79
2005,20,OAXACA,20258,San Miguel Achiutla,6.9,5.4,0.07,52.4,84.22,187.05,3.73
2005,20,OAXACA,20259,San Miguel Ahuehuetitlán,12.63,10.73,0.76,113.31,60.38,809.9,7.18
2005,20,OAXACA,20260,San Miguel Aloápam,16.72,14.02,0.5,520.37,139.28,"1,637.32",9.02
2005,20,OAXACA,20261,San Miguel Amatitlán,40.78,30.55,1.11,375.51,180.07,"1,261.67",23.82
2005,20,OAXACA,20262,San Miguel Amatlán,5.7,4.85,0.22,340.51,75.03,226.08,3.13
2005,20,OAXACA,20263,San Miguel Coatlán,21.48,14.65,1.04,162.44,34.87,129.45,18.71
2005,20,OAXACA,20264,San Miguel Chicahua,17.27,12.21,0.19,117.96,191.77,390.68,12.79
2005,20,OAXACA,20265,San Miguel Chimalapa,143.28,93.87,6.69,826.37,322.19,"18,164.98",59.2
2005,20,OAXACA,20266,San Miguel del Puerto,239.83,185.99,19.23,"1,987.40",280.03,"6,988.20",69.16
2005,20,OAXACA,20267,San Miguel del Río,1.58,1.34,0.63,34.48,21.64,81.24,0.85
2005,20,OAXACA,20268,San Miguel Ejutla,9.43,5.39,0.57,109.09,34.74,73.83,5.81
2005,20,OAXACA,20269,San Miguel el Grande,23.99,17.57,1.18,210.91,172.91,356,14.08
2005,20,OAXACA,20270,San Miguel Huautla,12.56,8.42,4.08,62.13,95.81,193.79,7.02
2005,20,OAXACA,20271,San Miguel Mixtepec,22.09,14.33,0.56,407,39.27,89.24,14.51
2005,20,OAXACA,20272,San Miguel Panixtlahuaca,78.64,56.85,4.3,486.95,37.82,"3,752.40",37.6
2005,20,OAXACA,20273,San Miguel Peras,95.74,70.04,7.2,871.17,124.46,230.66,33.59
2005,20,OAXACA,20274,San Miguel Piedras,12.16,7.82,0.24,51.89,93.72,186.08,7.48
2005,20,OAXACA,20275,San Miguel Quetzaltepec,43.25,31.65,0.93,232.21,35.74,"2,811.40",29.99
2005,20,OAXACA,20276,San Miguel Santa Flor,7.28,5.9,0.79,58.9,19.41,142.43,3.28
2005,20,OAXACA,20277,Villa Sola de Vega,100.59,69.31,2.4,916.1,360.48,"1,323.48",66.8
2005,20,OAXACA,20278,San Miguel Soyaltepec,284.06,194.14,6.75,"1,818.98","1,216.34","8,555.38",158.66
2005,20,OAXACA,20279,San Miguel Suchixtepec,15.37,12.92,2.17,135.48,82.3,188.51,9.46
2005,20,OAXACA,20280,Villa Talea de Castro,20.11,16.33,1.9,242.56,189.31,393.23,8.81
2005,20,OAXACA,20281,San Miguel Tecomatlán,4.66,2.87,0.03,38.09,32.18,63.73,2.04
2005,20,OAXACA,20282,San Miguel Tenango,8.41,4.61,0.21,49.3,124.18,"2,293.19",5.45
2005,20,OAXACA,20283,San Miguel Tequixtepec,11.29,7.08,0.46,80.17,176.05,416.94,5.59
2005,20,OAXACA,20284,San Miguel Tilquiápam,16.81,16.07,1.42,155.56,47.86,113.89,9.3
2005,20,OAXACA,20285,San Miguel Tlacamama,30.88,17.85,0.95,122.07,23.3,"2,354.58",15.95
2005,20,OAXACA,20286,San Miguel Tlacotepec,17.78,15.68,0.99,238.68,151.27,423.39,10.02
2005,20,OAXACA,20287,San Miguel Tulancingo,4.14,3.14,0.36,71.18,36.29,59.51,1.87
2005,20,OAXACA,20288,San Miguel Yotao,4.17,3.15,0.17,25.59,21.07,941.65,2.6
2005,20,OAXACA,20289,San Nicolás,8.33,5.49,0.27,82.3,75.07,159.78,5.15
2005,20,OAXACA,20290,San Nicolás Hidalgo,5.93,4.68,0.19,46.96,27.77,203.02,3.38
2005,20,OAXACA,20291,San Pablo Coatlán,31.9,22.68,1.17,258.99,66.06,314.75,18.4
2005,20,OAXACA,20292,San Pablo Cuatro Venados,12.98,8.36,0.36,97.31,86.76,123.52,8.17
2005,20,OAXACA,20293,San Pablo Etla,32.06,27.77,2.87,"1,349.22",145.67,377.23,34.59
2005,20,OAXACA,20294,San Pablo Huitzo,39.52,30.87,5.38,590.24,84.62,216.69,22.12
2005,20,OAXACA,20295,San Pablo Huixtepec,91.29,70.54,11.9,"1,739.71",119.26,354.48,34.93
2005,20,OAXACA,20296,San Pablo Macuiltianguis,39.32,33.39,4.71,393.82,100.32,"2,411.96",6.52
2005,20,OAXACA,20297,San Pablo Tijaltepec,19.5,14.47,0.26,109.1,50.94,201.05,14.09
2005,20,OAXACA,20298,San Pablo Villa de Mitla,67.39,57.37,29.35,"1,695.24",334.71,"1,055.53",35.97
2005,20,OAXACA,20299,San Pablo Yaganiza,6.51,5.2,9.03,74.95,75.04,157.5,3.44
2005,20,OAXACA,20300,San Pedro Amuzgos,30.66,26.03,1.17,233.8,33.9,"1,557.97",18.05
2005,20,OAXACA,20301,San Pedro Apóstol,17.47,10.22,2.04,341.09,71.37,146.57,10.06
2005,20,OAXACA,20302,San Pedro Atoyac,25.65,18,0.87,136.08,24.78,"1,359.31",15.95
2005,20,OAXACA,20303,San Pedro Cajonos,6.06,5.34,0.84,137.09,14.53,41.92,2.91
2005,20,OAXACA,20304,San Pedro Coxcaltepec Cántaros,9.9,6.45,0.27,100.71,100.45,744.78,5.2
2005,20,OAXACA,20305,San Pedro Comitancillo,45.64,25.32,3.1,350.79,242.26,538.86,21.31
2005,20,OAXACA,20306,San Pedro el Alto,26.12,19.79,0.29,159.21,148.09,330.99,19.39
2005,20,OAXACA,20307,San Pedro Huamelula,58.92,45.62,2.67,439.41,722.08,"8,222.34",34.84
2005,20,OAXACA,20308,San Pedro Huilotepec,19.38,14.16,1.92,187.93,80.96,242.69,11.33
2005,20,OAXACA,20309,San Pedro Ixcatlán,83.45,58.95,1.55,422.53,158.6,"1,352.67",51.27
2005,20,OAXACA,20310,San Pedro Ixtlahuaca,33.39,26.92,3.49,553.8,103.45,263.08,19.98
2005,20,OAXACA,20311,San Pedro Jaltepetongo,5.11,3.67,7.11,26.34,67.11,516.52,1.82
2005,20,OAXACA,20312,San Pedro Jicayán,60.89,49.66,1.16,407.59,70.7,"1,813.44",36.91
2005,20,OAXACA,20313,San Pedro Jocotipac,9.36,7.25,18.79,72.56,97.02,489.34,3.66
2005,20,OAXACA,20314,San Pedro Juchatengo,11.15,8.23,0.55,80.48,22.13,144.39,6.64
2005,20,OAXACA,20315,San Pedro Mártir,16.43,10.65,0.84,171.17,47.04,109.62,9.31
2005,20,OAXACA,20316,San Pedro Mártir Quiechapa,6.47,3.98,0.3,59.37,75.59,852.68,4.11
2005,20,OAXACA,20317,San Pedro Mártir Yucuxaco,11.7,9.13,0.23,150.35,103.18,205.48,6.32
2005,20,OAXACA,20318,San Pedro Mixtepec -Dto. 22 -,262.4,181.93,43.67,"4,170.15",638.3,"5,616.67",139.52
2005,20,OAXACA,20319,San Pedro Mixtepec -Dto. 26 -,7.23,5.35,0.08,48.75,18.95,41.98,4.47
2005,20,OAXACA,20320,San Pedro Molinos,4.97,3.78,0.54,38.28,34.04,71.81,2.96
2005,20,OAXACA,20321,San Pedro Nopala,7.62,5.7,0.08,74.64,17.56,22.09,4.04
2005,20,OAXACA,20322,San Pedro Ocopetatillo,6.35,4.57,0.06,34.83,19.84,60.68,3.94
2005,20,OAXACA,20323,San Pedro Ocotepec,16.46,12.24,0.56,104.38,7.01,277.19,10.47
2005,20,OAXACA,20324,San Pedro Pochutla,232.52,194.33,28.11,"3,540.72",408.55,"7,726.88",148.44
2005,20,OAXACA,20325,San Pedro Quiatoni,52.26,46.76,5.89,541.9,207.41,"4,030.34",40.04
2005,20,OAXACA,20326,San Pedro Sochiápam,35.69,24.16,0.32,182.11,72.87,"5,074.45",23.25
2005,20,OAXACA,20327,San Pedro Tapanatepec,243.12,112.78,7.87,980.25,"1,216.61","8,223.27",132.19
2005,20,OAXACA,20328,San Pedro Taviche,12.51,7.4,7.54,75.31,37.67,197.58,7.18
2005,20,OAXACA,20329,San Pedro Teozacoalco,12.06,7.53,0.17,49.13,93.75,222.28,7.53
2005,20,OAXACA,20330,San Pedro Teutila,26.9,20.54,0.51,150.58,142.38,"4,978.32",17.87
2005,20,OAXACA,20331,San Pedro Tidaá,8.93,5.43,0.85,64.46,82.31,212.67,4.46
2005,20,OAXACA,20332,San Pedro Topiltepec,4.96,3.46,0.05,86.57,43.6,91.11,2.37
2005,20,OAXACA,20333,San Pedro Totolápam,20.31,14.6,1.9,418.62,142.34,"5,418.53",11.72
2005,20,OAXACA,20334,Villa de Tututepec de Melchor Ocampo,381.49,240.02,19.87,"2,791.74","1,827.44","20,347.11",222.33
2005,20,OAXACA,20335,San Pedro Yaneri,8.14,6.09,0.08,92.37,5.37,68.31,4.58
2005,20,OAXACA,20336,San Pedro Yólox,112.84,95.49,12.15,"1,088.01",102.55,"4,693.03",17.88
2005,20,OAXACA,20337,San Pedro y San Pablo Ayutla,27.01,21.86,1.86,264.61,289.96,610.41,22.23
2005,20,OAXACA,20338,Villa de Etla,38.29,36.28,16.95,"1,907.98",99.89,362.24,20.09
2005,20,OAXACA,20339,San Pedro y San Pablo Teposcolula,30.11,22.9,47.17,554.66,306.18,560.7,14.83
2005,20,OAXACA,20340,San Pedro y San Pablo Tequixtepec,14.38,9.61,0.83,165.7,88.65,497.31,8.95
2005,20,OAXACA,20341,San Pedro Yucunama,4.85,2.99,0.15,53.71,43.16,81.47,2.09
2005,20,OAXACA,20342,San Raymundo Jalpan,11.11,8.96,0.84,154.07,21.29,63.53,6.18
2005,20,OAXACA,20343,San Sebastián Abasolo,11.06,8.14,0.69,225.6,73.7,163.48,6.16
2005,20,OAXACA,20344,San Sebastián Coatlán,20.38,13.34,0.84,121.32,51.65,"2,752.22",13.79
2005,20,OAXACA,20345,San Sebastián Ixcapa,25.02,17.48,0.56,135.96,50.35,"1,915.90",13.67
2005,20,OAXACA,20346,San Sebastián Nicananduta,13.46,9.29,4.23,222.66,63.13,134.35,7.23
2005,20,OAXACA,20347,San Sebastián Río Hondo,18.14,15.18,10.33,207.79,139.97,302.9,10.84
2005,20,OAXACA,20348,San Sebastián Tecomaxtlahuaca,46.78,37.23,2.4,741.48,205.62,"1,633.44",26.07
2005,20,OAXACA,20349,San Sebastián Teitipac,12.63,10.01,0.65,177.89,105.88,227.08,7.19
2005,20,OAXACA,20350,San Sebastián Tutla,3.8,2.53,10.34,"1,530.98",79.56,286.94,40.82
2005,20,OAXACA,20351,San Simón Almolongas,13.36,9.48,0.24,181.65,147.31,302.9,8.2
2005,20,OAXACA,20352,San Simón Zahuatlán,14,11.92,0.19,146.21,10.29,81.1,8.66
2005,20,OAXACA,20353,Santa Ana,12.54,8.74,0.23,142.54,86.32,186.09,7.49
2005,20,OAXACA,20354,Santa Ana Ateixtlahuaca,4.04,2.91,0.04,20.66,28.99,62.83,3.18
2005,20,OAXACA,20355,Santa Ana Cuauhtémoc,31.89,26.74,2.95,299.21,27.55,114.7,5.89
2005,20,OAXACA,20356,Santa Ana del Valle,13.39,10.68,14.98,399.47,85.82,202.54,6.94
2005,20,OAXACA,20357,Santa Ana Tavela,10.64,5.99,2.57,47.67,52.84,"1,157.22",6.34
2005,20,OAXACA,20358,Santa Ana Tlapacoyan,14.98,10.09,0.51,151.29,123.01,252.27,8.34
2005,20,OAXACA,20359,Santa Ana Yareni,6.6,5.75,0.34,79.14,106.64,401.82,3.18
2005,20,OAXACA,20360,Santa Ana Zegache,21.9,17.57,0.9,272.88,109.26,242.52,11.58
2005,20,OAXACA,20361,Santa Catalina Quierí,6.6,4.96,0.14,45.12,35.91,118.27,4.03
2005,20,OAXACA,20362,Santa Catarina Cuixtla,9.54,6.67,0.26,196.38,67.76,149.32,5.67
2005,20,OAXACA,20363,Santa Catarina Ixtepeji,17.42,14.11,0.67,695.45,149.08,810.02,9.13
2005,20,OAXACA,20364,Santa Catarina Juquila,324.77,233.51,28.13,"2,177.16",330.48,"12,436.91",104.15
2005,20,OAXACA,20365,Santa Catarina Lachatao,10.24,7.13,0.17,256.33,185.96,405.8,5.59
2005,20,OAXACA,20366,Santa Catarina Loxicha,25.9,20.49,0.88,164.19,22.15,"1,504.47",19.92
2005,20,OAXACA,20367,Santa Catarina Mechoacán,30.78,22.49,2.33,164.82,101.25,790.66,17.35
2005,20,OAXACA,20368,Santa Catarina Minas,10.86,8.68,2.09,168.36,33.56,78.14,5.96
2005,20,OAXACA,20369,Santa Catarina Quiané,10.62,8.18,0.98,210.34,34.92,86.59,5.86
2005,20,OAXACA,20370,Santa Catarina Tayata,6.89,4.71,0.07,72.34,90.8,177.45,3.47
2005,20,OAXACA,20371,Santa Catarina Ticuá,6.9,4.88,0.45,56.27,59.77,124.78,4.23
2005,20,OAXACA,20372,Santa Catarina Yosonotú,14.52,10.59,0.25,100.42,85.95,190.94,8.59
2005,20,OAXACA,20373,Santa Catarina Zapoquila,3.48,2.28,0.27,16.05,42.27,63.36,2.08
2005,20,OAXACA,20374,Santa Cruz Acatepec,8.2,6.41,0.44,46.56,33.28,82.78,5.81
2005,20,OAXACA,20375,Santa Cruz Amilpas,42.91,40.65,4.37,"1,263.98",41.07,229.77,23.97
2005,20,OAXACA,20376,Santa Cruz de Bravo,2.4,1.9,0.03,28.21,22.78,81.98,1.32
2005,20,OAXACA,20377,Santa Cruz Itundujia,87.76,72.92,19.88,738.81,326.77,"4,128.64",51.76
2005,20,OAXACA,20378,Santa Cruz Mixtepec,29.11,21.46,1.58,453.38,65.85,157.36,13.85
2005,20,OAXACA,20379,Santa Cruz Nundaco,16.56,13.32,0.32,190.58,64.9,156.17,10
2005,20,OAXACA,20380,Santa Cruz Papalutla,12.76,10.01,5.62,172.18,67.22,169.59,6.79
2005,20,OAXACA,20381,Santa Cruz Tacache de Mina,17.22,12.89,3.02,157.56,82.64,320.68,9.63
2005,20,OAXACA,20382,Santa Cruz Tacahua,7.91,5.89,0.32,41.58,27.99,308.75,6.51
2005,20,OAXACA,20383,Santa Cruz Tayata,5.79,4.25,0.05,35.83,46.01,92.53,3.28
2005,20,OAXACA,20384,Santa Cruz Xitla,24.84,19.79,17.24,350.72,216.79,505.48,13.43
2005,20,OAXACA,20385,Santa Cruz Xoxocotlán,74.42,67.2,40.87,"8,075.30",433.41,"1,462.98",177.93
2005,20,OAXACA,20386,Santa Cruz Zenzontepec,96.46,87.43,2.29,807.08,746.59,"1,947.59",102.42
2005,20,OAXACA,20387,Santa Gertrudis,28.39,18.33,0.8,576.28,102.9,236.9,15.1
2005,20,OAXACA,20388,Santa Inés del Monte,16.79,12.29,0.3,336.47,20.43,54.67,10.15
2005,20,OAXACA,20389,Santa Inés Yatzeche,7.04,5.2,0.22,56.68,10.63,32.17,3.82
2005,20,OAXACA,20390,Santa Lucía del Camino,226.15,214.42,85.21,"7,971.22",349.25,"1,509.41",116.68
2005,20,OAXACA,20391,Santa Lucía Miahuatlán,17.33,14.46,0.42,175.7,49.15,132.57,15.12
2005,20,OAXACA,20392,Santa Lucía Monteverde,60.92,42.55,1.46,368.46,125.49,360.6,38.81
2005,20,OAXACA,20393,Santa Lucía Ocotlán,22.88,18.19,0.66,273.95,38.7,119.06,12.59
2005,20,OAXACA,20394,Santa María Alotepec,23.42,15.03,0.29,107.01,43.37,219.61,14.71
2005,20,OAXACA,20395,Santa María Apazco,16.64,10.69,0.16,95,75.01,146.25,9.48
2005,20,OAXACA,20396,Santa María la Asunción,22.82,16.43,0.5,115.17,20.01,95.51,15.98
2005,20,OAXACA,20397,Heroica Ciudad de Tlaxiaco,199.36,178.32,23.7,"5,022.21",819.39,"2,099.83",105.75
2005,20,OAXACA,20398,Ayoquezco de Aldama,36.18,33.1,4.99,613.06,186.37,400.98,12.95
2005,20,OAXACA,20399,Santa María Atzompa,37.58,32.59,58.98,"2,383.81",148.27,532.14,57.32
2005,20,OAXACA,20400,Santa María Camotlán,7.85,6.53,0.91,108.14,46.29,87.02,4.46
2005,20,OAXACA,20401,Santa María Colotepec,162.12,104.66,4.07,"1,367.51",601.74,"6,839.99",95.04
2005,20,OAXACA,20402,Santa María Cortijo,13.79,6.63,0.2,38.8,308.12,841.23,6.8
2005,20,OAXACA,20403,Santa María Coyotepec,4.59,3.46,6.52,321.37,39.79,95.48,6.35
2005,20,OAXACA,20404,Santa María Chachoápam,14.3,7.19,0.28,127.22,145.81,275.13,7.27
2005,20,OAXACA,20405,Villa de Chilapa de Díaz,30.3,22.99,9.84,447.56,189.09,507.6,10.34
2005,20,OAXACA,20406,Santa María Chilchotla,166.62,109.64,2.29,740.89,593.52,"2,608.32",127.69
2005,20,OAXACA,20407,Santa María Chimalapa,"1,342.65","1,104.06",129.08,"12,231.76","2,786.77","140,402.66",185.84
2005,20,OAXACA,20408,Santa María del Rosario,4.66,3.61,0.05,37.47,27.13,52.78,2.39
2005,20,OAXACA,20409,Santa María del Tule,11,7.42,40.93,"1,251.40",105.31,278.45,23.45
2005,20,OAXACA,20410,Santa María Ecatepec,34.8,24.23,0.86,321.74,167.74,"3,543.97",19.73
2005,20,OAXACA,20411,Santa María Guelacé,4.57,3.62,0.26,49.48,7.61,23.32,2.5
2005,20,OAXACA,20412,Santa María Guienagati,48.23,22.84,2.36,166.43,114.04,"5,899.85",29.14
2005,20,OAXACA,20413,Santa María Huatulco,219.04,178.63,28.54,"3,553.72",773.43,"6,240.45",119.04
2005,20,OAXACA,20414,Santa María Huazolotitlán,91.39,57.07,5.69,452.89,387.54,"3,342.90",53.54
2005,20,OAXACA,20415,Santa María Ipalapa,31,21.82,0.93,206.44,67.56,"1,689.52",18.6
2005,20,OAXACA,20416,Santa María Ixcatlán,5.71,4.63,7.77,45.17,82.61,"1,512.30",2.39
2005,20,OAXACA,20417,Santa María Jacatepec,131.38,67.21,1.42,520.02,362.46,"10,538.03",72.51
2005,20,OAXACA,20418,Santa María Jalapa del Marqués,74.55,56.93,6.4,933.9,666.2,"8,450.23",43.38
2005,20,OAXACA,20419,Santa María Jaltianguis,5.04,4.1,0.38,91.66,61.38,330.74,2.31
2005,20,OAXACA,20420,Santa María Lachixío,11.36,7.62,0.11,106.11,32.35,79.06,7.02
2005,20,OAXACA,20421,Santa María Mixtequilla,35.67,23.56,1.4,324.52,195.17,"1,830.48",18.53
2005,20,OAXACA,20422,Santa María Nativitas,7.27,4.83,0.19,69.98,148.76,289.63,3.55
2005,20,OAXACA,20423,Santa María Nduayaco,6.68,4.95,0.25,67.72,47.81,93.59,3.75
2005,20,OAXACA,20424,Santa María Ozolotepec,26.59,20.27,0.43,181.19,218.88,"1,037.47",19.13
2005,20,OAXACA,20425,Santa María Pápalo,14.28,10.53,0.22,108.93,39.08,"1,171.82",8.37
2005,20,OAXACA,20426,Santa María Peñoles,67.8,45.79,1.13,381.64,278.81,577.7,51.63
2005,20,OAXACA,20427,Santa María Petapa,89.48,69.94,4.6,663.01,233.46,994.6,48.52
2005,20,OAXACA,20428,Santa María Quiegolani,33.63,26.7,2.34,281.41,46.54,198.46,9.37
2005,20,OAXACA,20429,Santa María Sola,20.68,10.07,0.18,92.46,51.93,108.02,15.24
2005,20,OAXACA,20430,Santa María Tataltepec,6.13,4.34,0.36,43.96,30.71,53.92,2.23
2005,20,OAXACA,20431,Santa María Tecomavaca,13.56,10.63,1.38,103.92,284.76,"3,775.55",7.39
2005,20,OAXACA,20432,Santa María Temaxcalapa,7.18,5.82,0.77,46.69,8.27,27.11,3.57
2005,20,OAXACA,20433,Santa María Temaxcaltepec,18.7,13.49,0.25,96.76,22.04,203.57,12.9
2005,20,OAXACA,20434,Santa María Teopoxco,26.17,21.39,0.29,187.83,99.69,657.42,15.13
2005,20,OAXACA,20435,Santa María Tepantlali,13.47,11.12,0.34,88.83,14.9,268.35,9.74
2005,20,OAXACA,20436,Santa María Texcatitlán,8.47,6.68,22.73,49.05,40.64,284.08,3.52
2005,20,OAXACA,20437,Santa María Tlahuitoltepec,50.49,42.89,4.06,450.67,209.66,958.8,36.64
2005,20,OAXACA,20438,Santa María Tlalixtac,9.22,7.57,0.29,82.12,27.47,300.15,7.07
2005,20,OAXACA,20439,Santa María Tonameca,177.52,115.1,2.35,"1,149.57",793.45,"8,446.90",110.77
2005,20,OAXACA,20440,Santa María Totolapilla,7.86,5.09,0.34,63.15,14.59,"2,221.37",4.89
2005,20,OAXACA,20441,Santa María Xadani,50.07,38.52,37.21,423.69,275.88,853.39,27.52
2005,20,OAXACA,20442,Santa María Yalina,1.64,1.4,0.16,65.49,13.19,608.51,0.9
2005,20,OAXACA,20443,Santa María Yavesía,4.67,3.56,3.73,68.98,30.89,916.5,1.84
2005,20,OAXACA,20444,Santa María Yolotepec,3.11,2.27,0.23,22.18,6.15,227.47,2.47
2005,20,OAXACA,20445,Santa María Yosoyúa,10.86,8.05,0.13,92.46,42.09,90.02,5.83
2005,20,OAXACA,20446,Santa María Yucuhiti,45,33.62,1.24,291.47,109.38,321.8,26.97
2005,20,OAXACA,20447,Santa María Zacatepec,117.7,94.37,5.85,"1,203.64",159.97,"3,256.25",54.69
2005,20,OAXACA,20448,Santa María Zaniza,14.69,10.8,0.34,82.01,42,82.27,8.49
2005,20,OAXACA,20449,Santa María Zoquitlán,28.27,18.71,2.34,367.64,307.39,"4,707.05",16.77
2005,20,OAXACA,20450,Santiago Amoltepec,59.33,52.12,0.82,401.67,42.97,533.11,62.93
2005,20,OAXACA,20451,Santiago Apoala,10.96,6.53,0.08,56.11,177.4,339.46,6.04
2005,20,OAXACA,20452,Santiago Apóstol,26.29,20.43,10.26,333.66,80.41,181.03,14.03
2005,20,OAXACA,20453,Santiago Astata,24.37,18.69,2.4,183.02,178.22,"1,095.64",14.77
2005,20,OAXACA,20454,Santiago Atitlán,21.15,15.87,0.21,117.72,15.97,66.25,17.82
2005,20,OAXACA,20455,Santiago Ayuquililla,13.61,11.13,1.14,160.22,168.61,904.04,8.04
2005,20,OAXACA,20456,Santiago Cacaloxtepec,8.41,7.22,1.04,122.11,13.95,70.5,4.75
2005,20,OAXACA,20457,Santiago Camotlán,28.54,19.37,0.5,146.75,98.62,"11,442.33",21.73
2005,20,OAXACA,20458,Santiago Comaltepec,9.28,6.94,0.37,110.4,337.62,"6,018.71",5.66
2005,20,OAXACA,20459,Santiago Chazumba,30.09,22.08,2.67,474.91,240.53,811.5,18.46
2005,20,OAXACA,20460,Santiago Choápam,56.07,31.91,0.94,196.04,84.57,"7,779.20",37.98
2005,20,OAXACA,20461,Santiago del Río,4.79,3.09,0.2,101.32,33.46,151.4,2.91
2005,20,OAXACA,20462,Santiago Huajolotitlán,24.81,19.96,2.82,422.36,84,194.23,13.9
2005,20,OAXACA,20463,Santiago Huauclilla,11.28,6.97,0.48,56.99,104.78,963.78,5.22
2005,20,OAXACA,20464,Santiago Ihuitlán Plumas,7.74,4.37,1.66,60.67,37.02,65.66,3.47
2005,20,OAXACA,20465,Santiago Ixcuintepec,219.66,183.68,19.63,"2,116.60",76.62,533.47,29.21
2005,20,OAXACA,20466,Santiago Ixtayutla,100.89,78.95,3.35,673.63,244.04,"1,052.25",52.64
2005,20,OAXACA,20467,Santiago Jamiltepec,206.64,108.46,10.12,"1,057.12",931.12,"10,091.96",117.94
2005,20,OAXACA,20468,Santiago Jocotepec,131.93,77.12,1.37,483.77,589.24,"16,028.28",69.24
2005,20,OAXACA,20469,Santiago Juxtlahuaca,306.7,271.37,25.55,"3,331.47",416.53,"4,909.69",121.26
2005,20,OAXACA,20470,Santiago Lachiguiri,64.13,32.83,0.78,224.21,168.69,"5,963.38",46.76
2005,20,OAXACA,20471,Santiago Lalopa,4.05,3.32,0.03,44.38,31.51,63.84,1.94
2005,20,OAXACA,20472,Santiago Laollaga,28.16,16.61,0.82,176.3,154.42,"3,853.70",15.16
2005,20,OAXACA,20473,Santiago Laxopa,7.8,6.25,0.57,62.05,80.51,309.45,4.24
2005,20,OAXACA,20474,Santiago Llano Grande,30.37,17.56,0.82,117.25,308.48,"1,074.00",15.52
2005,20,OAXACA,20475,Santiago Matatlán,60.65,50.17,11.53,"2,121.82",334.07,795.11,35.23
2005,20,OAXACA,20476,Santiago Miltepec,5.23,4.12,0.5,64.84,39.8,70.04,1.53
2005,20,OAXACA,20477,Santiago Minas,13.42,8.26,0.18,87.44,134.8,261.1,10.18
2005,20,OAXACA,20478,Santiago Nacaltepec,18.39,12.01,0.58,124.98,211.45,"1,652.24",10.66
2005,20,OAXACA,20479,Santiago Nejapilla,3.86,2.57,0.02,20.23,32.55,84.54,1.59
2005,20,OAXACA,20480,Santiago Nundiche,9.27,7.09,0.21,63.21,99.91,194.89,4.43
2005,20,OAXACA,20481,Santiago Nuyoó,23.71,13.75,3.26,96.34,95.16,235.66,15.8
2005,20,OAXACA,20482,Santiago Pinotepa Nacional,381.85,239.24,22.73,"2,508.43",975.07,"12,132.13","3,500.90"
2005,20,OAXACA,20483,Santiago Suchilquitongo,53.83,43.6,2.13,714.63,167.86,415.96,29.57
2005,20,OAXACA,20484,Santiago Tamazola,25.65,19.93,1.29,200.76,281.92,"1,051.90",14.61
2005,20,OAXACA,20485,Santiago Tapextla,26.32,15.87,0.21,122.98,59.67,"2,241.03",13.72
2005,20,OAXACA,20486,Villa Tejúpam de la Unión,12.37,11.82,0.86,222.25,200.64,383.36,5.93
2005,20,OAXACA,20487,Santiago Tenango,15.16,10.25,0.44,100.92,140.92,491.85,9.23
2005,20,OAXACA,20488,Santiago Tepetlapa,2.93,2.07,0.31,17.54,7.78,11.33,1.1
2005,20,OAXACA,20489,Santiago Tetepec,40.95,28.3,0.85,223.94,169.86,"3,530.95",21.16
2005,20,OAXACA,20490,Santiago Texcalcingo,17.61,13.69,0.24,125.9,58.61,419.29,11.34
2005,20,OAXACA,20491,Santiago Textitlán,77.26,63.65,10.45,772.56,148.13,335.42,19.75
2005,20,OAXACA,20492,Santiago Tilantongo,26.86,19.16,0.49,214.08,390.72,812.92,16.71
2005,20,OAXACA,20493,Santiago Tillo,12.79,5.88,0.52,100.53,81.4,157.97,6.51
2005,20,OAXACA,20494,Santiago Tlazoyaltepec,34.97,24.4,0.55,435.17,124.52,275.23,24.85
2005,20,OAXACA,20495,Santiago Xanica,21.97,16.82,0.79,152.52,57.67,"3,140.62",16
2005,20,OAXACA,20496,Santiago Xiacuí,13.9,11.17,0.98,209.05,45.2,177.7,6.15
2005,20,OAXACA,20497,Santiago Yaitepec,24.16,18.36,0.85,134.94,8.16,449.62,14.86
2005,20,OAXACA,20498,Santiago Yaveo,234.82,104.59,4.82,658.52,"2,152.75","12,482.69",100.68
2005,20,OAXACA,20499,Santiago Yolomécatl,12.87,10.73,2.71,250.51,73.47,145.72,6.96
2005,20,OAXACA,20500,Santiago Yosondúa,143.38,120.34,11.52,"1,329.92",439.39,"1,715.25",37.08
2005,20,OAXACA,20501,Santiago Yucuyachi,4.84,3.75,0.25,69.73,100.46,455.37,2.72
2005,20,OAXACA,20502,Santiago Zacatepec,39.44,26.8,0.32,199.11,173.35,"1,583.05",27.07
2005,20,OAXACA,20503,Santiago Zoochila,2.55,2.19,2.99,28.93,19.48,44.14,1.28
2005,20,OAXACA,20504,Nuevo Zoquiápam,10.17,8.49,0.99,308.14,91.85,264.65,5.12
2005,20,OAXACA,20505,Santo Domingo Ingenio,97.12,50.9,6.85,440.17,447.31,"2,796.31",44.54
2005,20,OAXACA,20506,Santo Domingo Albarradas,7.6,4.81,4.9,55.44,136.1,258.2,4.35
2005,20,OAXACA,20507,Santo Domingo Armenta,26.68,16.7,0.52,113.56,233.95,"1,494.27",14.46
