ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,VIVTOT,POBTOT
06,Colima,007,Manzanillo,0001,Manzanillo,1613,028,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1613,029,27,68
06,Colima,007,Manzanillo,0001,Manzanillo,1613,030,30,104
06,Colima,007,Manzanillo,0001,Manzanillo,1613,031,39,112
06,Colima,007,Manzanillo,0001,Manzanillo,1613,032,37,100
06,Colima,007,Manzanillo,0001,Manzanillo,1613,033,35,86
06,Colima,007,Manzanillo,0001,Manzanillo,1613,034,28,81
06,Colima,007,Manzanillo,0001,Manzanillo,1613,035,4,6
06,Colima,007,Manzanillo,0001,Manzanillo,1613,037,1,0
06,Colima,007,Manzanillo,0001,Manzanillo,1613,038,19,59
06,Colima,007,Manzanillo,0001,Manzanillo,1613,039,11,38
06,Colima,007,Manzanillo,0001,Manzanillo,1613,040,1,2
06,Colima,007,Manzanillo,0001,Manzanillo,1613,041,0,0
06,Colima,007,Manzanillo,0001,Total AGEB urbana,1628,000,948,2609
06,Colima,007,Manzanillo,0001,Manzanillo,1628,001,32,97
06,Colima,007,Manzanillo,0001,Manzanillo,1628,002,27,69
06,Colima,007,Manzanillo,0001,Manzanillo,1628,003,25,75
06,Colima,007,Manzanillo,0001,Manzanillo,1628,004,28,89
06,Colima,007,Manzanillo,0001,Manzanillo,1628,005,28,74
06,Colima,007,Manzanillo,0001,Manzanillo,1628,006,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1628,007,16,48
06,Colima,007,Manzanillo,0001,Manzanillo,1628,008,28,79
06,Colima,007,Manzanillo,0001,Manzanillo,1628,009,31,94
06,Colima,007,Manzanillo,0001,Manzanillo,1628,010,30,98
06,Colima,007,Manzanillo,0001,Manzanillo,1628,011,31,113
06,Colima,007,Manzanillo,0001,Manzanillo,1628,012,32,88
06,Colima,007,Manzanillo,0001,Manzanillo,1628,013,28,83
06,Colima,007,Manzanillo,0001,Manzanillo,1628,014,31,96
06,Colima,007,Manzanillo,0001,Manzanillo,1628,015,32,112
06,Colima,007,Manzanillo,0001,Manzanillo,1628,016,31,86
06,Colima,007,Manzanillo,0001,Manzanillo,1628,017,27,79
06,Colima,007,Manzanillo,0001,Manzanillo,1628,018,28,88
06,Colima,007,Manzanillo,0001,Manzanillo,1628,019,33,91
06,Colima,007,Manzanillo,0001,Manzanillo,1628,020,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1628,021,17,43
06,Colima,007,Manzanillo,0001,Manzanillo,1628,022,78,194
06,Colima,007,Manzanillo,0001,Manzanillo,1628,023,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1628,024,49,101
06,Colima,007,Manzanillo,0001,Manzanillo,1628,025,78,160
06,Colima,007,Manzanillo,0001,Manzanillo,1628,026,61,149
06,Colima,007,Manzanillo,0001,Manzanillo,1628,027,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1628,028,10,25
06,Colima,007,Manzanillo,0001,Manzanillo,1628,029,4,8
06,Colima,007,Manzanillo,0001,Manzanillo,1628,030,14,45
06,Colima,007,Manzanillo,0001,Manzanillo,1628,031,13,35
06,Colima,007,Manzanillo,0001,Manzanillo,1628,032,9,28
06,Colima,007,Manzanillo,0001,Manzanillo,1628,033,5,22
06,Colima,007,Manzanillo,0001,Manzanillo,1628,034,25,69
06,Colima,007,Manzanillo,0001,Manzanillo,1628,035,25,68
06,Colima,007,Manzanillo,0001,Manzanillo,1628,036,22,60
06,Colima,007,Manzanillo,0001,Manzanillo,1628,037,19,42
06,Colima,007,Manzanillo,0001,Manzanillo,1628,038,1,1
06,Colima,007,Manzanillo,0001,Total AGEB urbana,1632,000,720,2068
06,Colima,007,Manzanillo,0001,Manzanillo,1632,001,36,116
06,Colima,007,Manzanillo,0001,Manzanillo,1632,002,38,141
06,Colima,007,Manzanillo,0001,Manzanillo,1632,003,38,129
06,Colima,007,Manzanillo,0001,Manzanillo,1632,004,38,113
06,Colima,007,Manzanillo,0001,Manzanillo,1632,005,32,102
06,Colima,007,Manzanillo,0001,Manzanillo,1632,006,38,80
06,Colima,007,Manzanillo,0001,Manzanillo,1632,007,40,107
06,Colima,007,Manzanillo,0001,Manzanillo,1632,008,38,97
06,Colima,007,Manzanillo,0001,Manzanillo,1632,009,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1632,010,4,16
06,Colima,007,Manzanillo,0001,Manzanillo,1632,011,20,63
06,Colima,007,Manzanillo,0001,Manzanillo,1632,012,34,77
06,Colima,007,Manzanillo,0001,Manzanillo,1632,013,21,61
06,Colima,007,Manzanillo,0001,Manzanillo,1632,014,15,44
06,Colima,007,Manzanillo,0001,Manzanillo,1632,015,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1632,016,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1632,017,19,52
06,Colima,007,Manzanillo,0001,Manzanillo,1632,018,18,46
06,Colima,007,Manzanillo,0001,Manzanillo,1632,019,28,87
06,Colima,007,Manzanillo,0001,Manzanillo,1632,020,40,110
06,Colima,007,Manzanillo,0001,Manzanillo,1632,021,20,57
06,Colima,007,Manzanillo,0001,Manzanillo,1632,022,19,45
06,Colima,007,Manzanillo,0001,Manzanillo,1632,023,27,70
06,Colima,007,Manzanillo,0001,Manzanillo,1632,024,38,99
06,Colima,007,Manzanillo,0001,Manzanillo,1632,025,6,9
06,Colima,007,Manzanillo,0001,Manzanillo,1632,026,1,5
06,Colima,007,Manzanillo,0001,Manzanillo,1632,027,6,13
06,Colima,007,Manzanillo,0001,Manzanillo,1632,028,8,32
06,Colima,007,Manzanillo,0001,Manzanillo,1632,029,2,4
06,Colima,007,Manzanillo,0001,Manzanillo,1632,030,22,62
06,Colima,007,Manzanillo,0001,Manzanillo,1632,031,23,71
06,Colima,007,Manzanillo,0001,Manzanillo,1632,032,24,71
06,Colima,007,Manzanillo,0001,Manzanillo,1632,033,13,36
06,Colima,007,Manzanillo,0001,Manzanillo,1632,034,9,36
06,Colima,007,Manzanillo,0001,Manzanillo,1632,035,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1632,036,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1632,037,5,17
06,Colima,007,Manzanillo,0001,Total AGEB urbana,1647,000,316,867
06,Colima,007,Manzanillo,0001,Manzanillo,1647,001,31,104
06,Colima,007,Manzanillo,0001,Manzanillo,1647,002,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1647,003,6,22
06,Colima,007,Manzanillo,0001,Manzanillo,1647,004,32,87
06,Colima,007,Manzanillo,0001,Manzanillo,1647,005,20,49
06,Colima,007,Manzanillo,0001,Manzanillo,1647,006,15,43
06,Colima,007,Manzanillo,0001,Manzanillo,1647,007,19,57
06,Colima,007,Manzanillo,0001,Manzanillo,1647,008,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1647,009,13,34
06,Colima,007,Manzanillo,0001,Manzanillo,1647,010,30,85
06,Colima,007,Manzanillo,0001,Manzanillo,1647,011,24,54
06,Colima,007,Manzanillo,0001,Manzanillo,1647,012,18,54
06,Colima,007,Manzanillo,0001,Manzanillo,1647,013,36,82
06,Colima,007,Manzanillo,0001,Manzanillo,1647,014,16,38
06,Colima,007,Manzanillo,0001,Manzanillo,1647,015,16,49
06,Colima,007,Manzanillo,0001,Manzanillo,1647,016,27,82
06,Colima,007,Manzanillo,0001,Manzanillo,1647,017,12,23
06,Colima,007,Manzanillo,0001,Manzanillo,1647,018,1,4
06,Colima,007,Manzanillo,0001,Total AGEB urbana,1651,000,688,2136
06,Colima,007,Manzanillo,0001,Manzanillo,1651,001,14,27
06,Colima,007,Manzanillo,0001,Manzanillo,1651,002,38,108
06,Colima,007,Manzanillo,0001,Manzanillo,1651,003,13,54
06,Colima,007,Manzanillo,0001,Manzanillo,1651,004,14,33
06,Colima,007,Manzanillo,0001,Manzanillo,1651,006,28,85
06,Colima,007,Manzanillo,0001,Manzanillo,1651,007,21,50
06,Colima,007,Manzanillo,0001,Manzanillo,1651,008,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1651,009,13,43
06,Colima,007,Manzanillo,0001,Manzanillo,1651,010,26,84
06,Colima,007,Manzanillo,0001,Manzanillo,1651,011,11,36
06,Colima,007,Manzanillo,0001,Manzanillo,1651,012,18,56
06,Colima,007,Manzanillo,0001,Manzanillo,1651,013,12,31
06,Colima,007,Manzanillo,0001,Manzanillo,1651,014,18,63
06,Colima,007,Manzanillo,0001,Manzanillo,1651,015,23,74
06,Colima,007,Manzanillo,0001,Manzanillo,1651,016,21,65
06,Colima,007,Manzanillo,0001,Manzanillo,1651,017,20,63
06,Colima,007,Manzanillo,0001,Manzanillo,1651,018,28,95
06,Colima,007,Manzanillo,0001,Manzanillo,1651,019,53,164
06,Colima,007,Manzanillo,0001,Manzanillo,1651,020,10,25
06,Colima,007,Manzanillo,0001,Manzanillo,1651,021,15,47
06,Colima,007,Manzanillo,0001,Manzanillo,1651,022,5,16
06,Colima,007,Manzanillo,0001,Manzanillo,1651,023,14,58
06,Colima,007,Manzanillo,0001,Manzanillo,1651,024,19,47
06,Colima,007,Manzanillo,0001,Manzanillo,1651,025,22,56
06,Colima,007,Manzanillo,0001,Manzanillo,1651,026,3,15
06,Colima,007,Manzanillo,0001,Manzanillo,1651,027,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1651,028,34,112
06,Colima,007,Manzanillo,0001,Manzanillo,1651,029,20,58
06,Colima,007,Manzanillo,0001,Manzanillo,1651,030,18,60
06,Colima,007,Manzanillo,0001,Manzanillo,1651,031,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1651,032,22,84
06,Colima,007,Manzanillo,0001,Manzanillo,1651,033,12,39
06,Colima,007,Manzanillo,0001,Manzanillo,1651,034,9,24
06,Colima,007,Manzanillo,0001,Manzanillo,1651,035,40,123
06,Colima,007,Manzanillo,0001,Manzanillo,1651,036,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1651,037,4,14
06,Colima,007,Manzanillo,0001,Manzanillo,1651,038,8,27
06,Colima,007,Manzanillo,0001,Manzanillo,1651,039,18,63
06,Colima,007,Manzanillo,0001,Manzanillo,1651,040,19,64
06,Colima,007,Manzanillo,0001,Manzanillo,1651,041,23,71
06,Colima,007,Manzanillo,0001,Manzanillo,1651,800,2,2
06,Colima,007,Manzanillo,0001,Total AGEB urbana,1666,000,1038,2918
06,Colima,007,Manzanillo,0001,Manzanillo,1666,001,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1666,002,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1666,003,8,34
06,Colima,007,Manzanillo,0001,Manzanillo,1666,004,100,267
06,Colima,007,Manzanillo,0001,Manzanillo,1666,005,42,99
06,Colima,007,Manzanillo,0001,Manzanillo,1666,006,37,110
06,Colima,007,Manzanillo,0001,Manzanillo,1666,007,18,55
06,Colima,007,Manzanillo,0001,Manzanillo,1666,008,25,66
06,Colima,007,Manzanillo,0001,Manzanillo,1666,009,29,64
06,Colima,007,Manzanillo,0001,Manzanillo,1666,010,17,62
06,Colima,007,Manzanillo,0001,Manzanillo,1666,011,15,68
06,Colima,007,Manzanillo,0001,Manzanillo,1666,012,13,47
06,Colima,007,Manzanillo,0001,Manzanillo,1666,013,7,19
06,Colima,007,Manzanillo,0001,Manzanillo,1666,014,39,124
06,Colima,007,Manzanillo,0001,Manzanillo,1666,015,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1666,016,17,36
06,Colima,007,Manzanillo,0001,Manzanillo,1666,017,24,73
06,Colima,007,Manzanillo,0001,Manzanillo,1666,018,33,78
06,Colima,007,Manzanillo,0001,Manzanillo,1666,019,40,121
06,Colima,007,Manzanillo,0001,Manzanillo,1666,020,35,93
06,Colima,007,Manzanillo,0001,Manzanillo,1666,021,19,53
06,Colima,007,Manzanillo,0001,Manzanillo,1666,022,12,45
06,Colima,007,Manzanillo,0001,Manzanillo,1666,023,41,127
06,Colima,007,Manzanillo,0001,Manzanillo,1666,024,31,103
06,Colima,007,Manzanillo,0001,Manzanillo,1666,025,42,112
06,Colima,007,Manzanillo,0001,Manzanillo,1666,026,24,68
06,Colima,007,Manzanillo,0001,Manzanillo,1666,027,74,169
06,Colima,007,Manzanillo,0001,Manzanillo,1666,028,32,89
06,Colima,007,Manzanillo,0001,Manzanillo,1666,029,32,95
06,Colima,007,Manzanillo,0001,Manzanillo,1666,030,48,111
06,Colima,007,Manzanillo,0001,Manzanillo,1666,031,48,140
06,Colima,007,Manzanillo,0001,Manzanillo,1666,032,28,85
06,Colima,007,Manzanillo,0001,Manzanillo,1666,033,32,81
06,Colima,007,Manzanillo,0001,Manzanillo,1666,034,15,42
06,Colima,007,Manzanillo,0001,Manzanillo,1666,035,6,25
06,Colima,007,Manzanillo,0001,Manzanillo,1666,036,11,35
06,Colima,007,Manzanillo,0001,Manzanillo,1666,037,6,19
06,Colima,007,Manzanillo,0001,Manzanillo,1666,038,38,103
06,Colima,007,Manzanillo,0001,Total AGEB urbana,1670,000,464,965
06,Colima,007,Manzanillo,0001,Manzanillo,1670,001,16,35
06,Colima,007,Manzanillo,0001,Manzanillo,1670,003,18,31
06,Colima,007,Manzanillo,0001,Manzanillo,1670,004,17,43
06,Colima,007,Manzanillo,0001,Manzanillo,1670,005,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1670,006,28,76
06,Colima,007,Manzanillo,0001,Manzanillo,1670,007,6,14
06,Colima,007,Manzanillo,0001,Manzanillo,1670,008,35,91
06,Colima,007,Manzanillo,0001,Manzanillo,1670,009,20,42
06,Colima,007,Manzanillo,0001,Manzanillo,1670,010,12,30
06,Colima,007,Manzanillo,0001,Manzanillo,1670,011,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1670,012,31,69
06,Colima,007,Manzanillo,0001,Manzanillo,1670,013,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1670,014,16,43
06,Colima,007,Manzanillo,0001,Manzanillo,1670,015,13,34
06,Colima,007,Manzanillo,0001,Manzanillo,1670,016,3,11
06,Colima,007,Manzanillo,0001,Manzanillo,1670,017,8,20
06,Colima,007,Manzanillo,0001,Manzanillo,1670,018,13,40
06,Colima,007,Manzanillo,0001,Manzanillo,1670,019,7,26
06,Colima,007,Manzanillo,0001,Manzanillo,1670,020,15,30
06,Colima,007,Manzanillo,0001,Manzanillo,1670,021,21,42
06,Colima,007,Manzanillo,0001,Manzanillo,1670,022,10,25
06,Colima,007,Manzanillo,0001,Manzanillo,1670,023,9,22
06,Colima,007,Manzanillo,0001,Manzanillo,1670,024,21,45
06,Colima,007,Manzanillo,0001,Manzanillo,1670,025,20,43
06,Colima,007,Manzanillo,0001,Manzanillo,1670,026,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1670,027,36,18
06,Colima,007,Manzanillo,0001,Manzanillo,1670,028,30,45
06,Colima,007,Manzanillo,0001,Manzanillo,1670,029,30,15
06,Colima,007,Manzanillo,0001,Manzanillo,1670,030,29,75
06,Colima,007,Manzanillo,0001,Manzanillo,1670,031,0,0
06,Colima,007,Manzanillo,0001,Total AGEB urbana,1685,000,342,982
06,Colima,007,Manzanillo,0001,Manzanillo,1685,001,36,95
06,Colima,007,Manzanillo,0001,Manzanillo,1685,002,12,32
06,Colima,007,Manzanillo,0001,Manzanillo,1685,003,15,43
06,Colima,007,Manzanillo,0001,Manzanillo,1685,004,35,106
06,Colima,007,Manzanillo,0001,Manzanillo,1685,005,34,103
06,Colima,007,Manzanillo,0001,Manzanillo,1685,006,40,104
06,Colima,007,Manzanillo,0001,Manzanillo,1685,007,22,70
06,Colima,007,Manzanillo,0001,Manzanillo,1685,008,15,33
06,Colima,007,Manzanillo,0001,Manzanillo,1685,009,6,16
06,Colima,007,Manzanillo,0001,Manzanillo,1685,010,35,120
06,Colima,007,Manzanillo,0001,Manzanillo,1685,011,17,63
06,Colima,007,Manzanillo,0001,Manzanillo,1685,012,6,12
06,Colima,007,Manzanillo,0001,Manzanillo,1685,013,11,17
06,Colima,007,Manzanillo,0001,Manzanillo,1685,014,6,10
06,Colima,007,Manzanillo,0001,Manzanillo,1685,015,19,58
06,Colima,007,Manzanillo,0001,Manzanillo,1685,016,30,93
06,Colima,007,Manzanillo,0001,Manzanillo,1685,017,3,7
06,Colima,007,Manzanillo,0001,Total AGEB urbana,169A,000,38,91
06,Colima,007,Manzanillo,0001,Manzanillo,169A,001,11,23
06,Colima,007,Manzanillo,0001,Manzanillo,169A,002,2,6
06,Colima,007,Manzanillo,0001,Manzanillo,169A,003,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,169A,004,7,18
06,Colima,007,Manzanillo,0001,Manzanillo,169A,005,18,44
06,Colima,007,Manzanillo,0001,Total AGEB urbana,1702,000,708,1790
06,Colima,007,Manzanillo,0001,Manzanillo,1702,001,119,224
06,Colima,007,Manzanillo,0001,Manzanillo,1702,002,12,23
06,Colima,007,Manzanillo,0001,Manzanillo,1702,003,85,209
06,Colima,007,Manzanillo,0001,Manzanillo,1702,004,14,42
06,Colima,007,Manzanillo,0001,Manzanillo,1702,005,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1702,006,65,194
06,Colima,007,Manzanillo,0001,Manzanillo,1702,007,22,49
06,Colima,007,Manzanillo,0001,Manzanillo,1702,008,13,27
06,Colima,007,Manzanillo,0001,Manzanillo,1702,009,15,53
06,Colima,007,Manzanillo,0001,Manzanillo,1702,010,12,43
06,Colima,007,Manzanillo,0001,Manzanillo,1702,011,173,485
06,Colima,007,Manzanillo,0001,Manzanillo,1702,012,3,2
06,Colima,007,Manzanillo,0001,Manzanillo,1702,013,12,21
06,Colima,007,Manzanillo,0001,Manzanillo,1702,014,1,0
06,Colima,007,Manzanillo,0001,Manzanillo,1702,015,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1702,016,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1702,017,28,70
06,Colima,007,Manzanillo,0001,Manzanillo,1702,018,13,40
06,Colima,007,Manzanillo,0001,Manzanillo,1702,019,8,13
06,Colima,007,Manzanillo,0001,Manzanillo,1702,020,43,102
06,Colima,007,Manzanillo,0001,Manzanillo,1702,021,36,107
06,Colima,007,Manzanillo,0001,Manzanillo,1702,022,14,34
06,Colima,007,Manzanillo,0001,Manzanillo,1702,023,20,52
06,Colima,007,Manzanillo,0001,Total AGEB urbana,1717,000,1047,2619
06,Colima,007,Manzanillo,0001,Manzanillo,1717,001,13,29
06,Colima,007,Manzanillo,0001,Manzanillo,1717,002,16,37
06,Colima,007,Manzanillo,0001,Manzanillo,1717,003,67,204
06,Colima,007,Manzanillo,0001,Manzanillo,1717,004,6,23
06,Colima,007,Manzanillo,0001,Manzanillo,1717,005,6,16
06,Colima,007,Manzanillo,0001,Manzanillo,1717,006,59,158
06,Colima,007,Manzanillo,0001,Manzanillo,1717,007,28,82
06,Colima,007,Manzanillo,0001,Manzanillo,1717,008,1,1
06,Colima,007,Manzanillo,0001,Manzanillo,1717,009,25,63
06,Colima,007,Manzanillo,0001,Manzanillo,1717,010,16,21
06,Colima,007,Manzanillo,0001,Manzanillo,1717,011,42,98
06,Colima,007,Manzanillo,0001,Manzanillo,1717,012,70,192
06,Colima,007,Manzanillo,0001,Manzanillo,1717,013,67,193
06,Colima,007,Manzanillo,0001,Manzanillo,1717,014,10,16
06,Colima,007,Manzanillo,0001,Manzanillo,1717,015,44,103
06,Colima,007,Manzanillo,0001,Manzanillo,1717,016,56,137
06,Colima,007,Manzanillo,0001,Manzanillo,1717,017,31,81
06,Colima,007,Manzanillo,0001,Manzanillo,1717,018,39,70
06,Colima,007,Manzanillo,0001,Manzanillo,1717,019,37,101
06,Colima,007,Manzanillo,0001,Manzanillo,1717,020,21,57
06,Colima,007,Manzanillo,0001,Manzanillo,1717,021,25,44
06,Colima,007,Manzanillo,0001,Manzanillo,1717,022,7,7
06,Colima,007,Manzanillo,0001,Manzanillo,1717,023,66,181
06,Colima,007,Manzanillo,0001,Manzanillo,1717,024,35,95
06,Colima,007,Manzanillo,0001,Manzanillo,1717,025,82,212
06,Colima,007,Manzanillo,0001,Manzanillo,1717,027,21,37
06,Colima,007,Manzanillo,0001,Manzanillo,1717,028,12,35
06,Colima,007,Manzanillo,0001,Manzanillo,1717,029,25,73
06,Colima,007,Manzanillo,0001,Manzanillo,1717,030,91,172
06,Colima,007,Manzanillo,0001,Manzanillo,1717,031,1,4
06,Colima,007,Manzanillo,0001,Manzanillo,1717,032,28,77
06,Colima,007,Manzanillo,0001,Total AGEB urbana,1721,000,471,1138
06,Colima,007,Manzanillo,0001,Manzanillo,1721,001,32,99
06,Colima,007,Manzanillo,0001,Manzanillo,1721,002,32,63
06,Colima,007,Manzanillo,0001,Manzanillo,1721,003,14,54
06,Colima,007,Manzanillo,0001,Manzanillo,1721,004,14,27
06,Colima,007,Manzanillo,0001,Manzanillo,1721,005,22,68
06,Colima,007,Manzanillo,0001,Manzanillo,1721,006,25,53
06,Colima,007,Manzanillo,0001,Manzanillo,1721,007,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1721,008,28,66
06,Colima,007,Manzanillo,0001,Manzanillo,1721,009,66,185
06,Colima,007,Manzanillo,0001,Manzanillo,1721,010,39,100
06,Colima,007,Manzanillo,0001,Manzanillo,1721,011,26,73
06,Colima,007,Manzanillo,0001,Manzanillo,1721,012,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1721,013,22,49
06,Colima,007,Manzanillo,0001,Manzanillo,1721,014,22,49
06,Colima,007,Manzanillo,0001,Manzanillo,1721,015,12,37
06,Colima,007,Manzanillo,0001,Manzanillo,1721,016,18,59
06,Colima,007,Manzanillo,0001,Manzanillo,1721,018,32,81
06,Colima,007,Manzanillo,0001,Manzanillo,1721,019,32,75
06,Colima,007,Manzanillo,0001,Manzanillo,1721,020,17,0
06,Colima,007,Manzanillo,0001,Manzanillo,1721,021,11,0
06,Colima,007,Manzanillo,0001,Manzanillo,1721,022,7,0
06,Colima,007,Manzanillo,0001,Total AGEB urbana,1736,000,16,6
06,Colima,007,Manzanillo,0001,Manzanillo,1736,001,2,0
06,Colima,007,Manzanillo,0001,Manzanillo,1736,002,1,0
06,Colima,007,Manzanillo,0001,Manzanillo,1736,003,1,0
06,Colima,007,Manzanillo,0001,Manzanillo,1736,004,1,0
06,Colima,007,Manzanillo,0001,Manzanillo,1736,005,11,6
06,Colima,007,Manzanillo,0001,Total AGEB urbana,1740,000,118,333
06,Colima,007,Manzanillo,0001,Manzanillo,1740,001,5,18
06,Colima,007,Manzanillo,0001,Manzanillo,1740,002,4,14
06,Colima,007,Manzanillo,0001,Manzanillo,1740,003,4,14
06,Colima,007,Manzanillo,0001,Manzanillo,1740,004,2,5
06,Colima,007,Manzanillo,0001,Manzanillo,1740,005,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1740,006,20,58
06,Colima,007,Manzanillo,0001,Manzanillo,1740,007,71,189
06,Colima,007,Manzanillo,0001,Manzanillo,1740,008,3,7
06,Colima,007,Manzanillo,0001,Manzanillo,1740,009,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1740,010,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1740,011,1,4
06,Colima,007,Manzanillo,0001,Manzanillo,1740,012,6,22
06,Colima,007,Manzanillo,0001,Manzanillo,1740,013,2,2
06,Colima,007,Manzanillo,0001,Manzanillo,1740,014,0,0
06,Colima,007,Manzanillo,0001,Total AGEB urbana,1755,000,697,1733
06,Colima,007,Manzanillo,0001,Manzanillo,1755,001,19,58
06,Colima,007,Manzanillo,0001,Manzanillo,1755,002,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1755,003,29,53
06,Colima,007,Manzanillo,0001,Manzanillo,1755,004,19,47
06,Colima,007,Manzanillo,0001,Manzanillo,1755,005,26,51
06,Colima,007,Manzanillo,0001,Manzanillo,1755,006,18,23
06,Colima,007,Manzanillo,0001,Manzanillo,1755,007,25,61
06,Colima,007,Manzanillo,0001,Manzanillo,1755,008,35,93
06,Colima,007,Manzanillo,0001,Manzanillo,1755,009,30,79
06,Colima,007,Manzanillo,0001,Manzanillo,1755,010,30,71
06,Colima,007,Manzanillo,0001,Manzanillo,1755,011,32,65
06,Colima,007,Manzanillo,0001,Manzanillo,1755,012,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,1755,013,37,107
06,Colima,007,Manzanillo,0001,Manzanillo,1755,014,38,113
06,Colima,007,Manzanillo,0001,Manzanillo,1755,015,6,22
06,Colima,007,Manzanillo,0001,Manzanillo,1755,016,38,102
06,Colima,007,Manzanillo,0001,Manzanillo,1755,017,32,88
06,Colima,007,Manzanillo,0001,Manzanillo,1755,018,36,84
06,Colima,007,Manzanillo,0001,Manzanillo,1755,019,20,50
06,Colima,007,Manzanillo,0001,Manzanillo,1755,020,20,35
06,Colima,007,Manzanillo,0001,Manzanillo,1755,021,20,50
06,Colima,007,Manzanillo,0001,Manzanillo,1755,022,22,57
06,Colima,007,Manzanillo,0001,Manzanillo,1755,023,20,44
06,Colima,007,Manzanillo,0001,Manzanillo,1755,024,20,60
06,Colima,007,Manzanillo,0001,Manzanillo,1755,025,17,64
06,Colima,007,Manzanillo,0001,Manzanillo,1755,026,20,53
06,Colima,007,Manzanillo,0001,Manzanillo,1755,027,19,46
06,Colima,007,Manzanillo,0001,Manzanillo,1755,028,20,40
06,Colima,007,Manzanillo,0001,Manzanillo,1755,029,10,28
06,Colima,007,Manzanillo,0001,Manzanillo,1755,030,20,42
06,Colima,007,Manzanillo,0001,Manzanillo,1755,031,19,47
06,Colima,007,Manzanillo,0001,Total AGEB urbana,176A,000,874,2114
06,Colima,007,Manzanillo,0001,Manzanillo,176A,001,24,60
06,Colima,007,Manzanillo,0001,Manzanillo,176A,002,36,104
06,Colima,007,Manzanillo,0001,Manzanillo,176A,003,0,0
06,Colima,007,Manzanillo,0001,Manzanillo,176A,004,34,90
06,Colima,007,Manzanillo,0001,Manzanillo,176A,005,20,51
06,Colima,007,Manzanillo,0001,Manzanillo,176A,006,40,99
06,Colima,007,Manzanillo,0001,Manzanillo,176A,007,20,58
06,Colima,007,Manzanillo,0001,Manzanillo,176A,008,72,178
06,Colima,007,Manzanillo,0001,Manzanillo,176A,009,26,54
06,Colima,007,Manzanillo,0001,Manzanillo,176A,010,23,51
06,Colima,007,Manzanillo,0001,Manzanillo,176A,011,24,63
06,Colima,007,Manzanillo,0001,Manzanillo,176A,012,22,42
06,Colima,007,Manzanillo,0001,Manzanillo,176A,013,21,52
06,Colima,007,Manzanillo,0001,Manzanillo,176A,014,20,32
06,Colima,007,Manzanillo,0001,Manzanillo,176A,015,23,62
06,Colima,007,Manzanillo,0001,Manzanillo,176A,016,13,24
06,Colima,007,Manzanillo,0001,Manzanillo,176A,017,18,36
06,Colima,007,Manzanillo,0001,Manzanillo,176A,018,14,31
06,Colima,007,Manzanillo,0001,Manzanillo,176A,019,16,47
06,Colima,007,Manzanillo,0001,Manzanillo,176A,020,24,39
06,Colima,007,Manzanillo,0001,Manzanillo,176A,021,24,59
06,Colima,007,Manzanillo,0001,Manzanillo,176A,022,22,62
06,Colima,007,Manzanillo,0001,Manzanillo,176A,023,20,49
06,Colima,007,Manzanillo,0001,Manzanillo,176A,024,50,131
06,Colima,007,Manzanillo,0001,Manzanillo,176A,025,36,84
06,Colima,007,Manzanillo,0001,Manzanillo,176A,026,18,51
06,Colima,007,Manzanillo,0001,Manzanillo,176A,027,22,45
06,Colima,007,Manzanillo,0001,Manzanillo,176A,028,37,96
06,Colima,007,Manzanillo,0001,Manzanillo,176A,029,37,87
06,Colima,007,Manzanillo,0001,Manzanillo,176A,030,38,100
06,Colima,007,Manzanillo,0001,Manzanillo,176A,031,20,30
