Estado,CVE Estado,Categoría,Subcategoría,  PM10,  PM2.5,  SO2,  CO,  NOX,  COV,  NH3
Baja California Sur,03,Fuentes misceláneas,Ladrilleras,54.91989604,50.11638701,4.538882304,10.83912192,2.506546944,1.219401216,0
Baja California Sur,03,Manejo de Residuos,Aguas residuales,0,0,0,0,0,997.9361216,0
Baja California Sur,03,Manejo de Residuos,Quema de residuos a cielo abierto,2.186988177,2.002820751,0.05755232,4.891947237,0.345313923,0.492417654,0
Baja California Sur,03,Manejo de Residuos,Rellenos sanitarios,0,0,0,1.781555296,0,94.46592381,0
Baja California Sur,03,Quema de combustibles en fuentes estacionarias,Combustión agrícola,0.061380177,0.061379889,0.00217889,0.503026814,0.883687933,0.030869715,3.13145E-05
Baja California Sur,03,Quema de combustibles en fuentes estacionarias,Combustión comercial,4.895838626,4.895838626,0.173796917,40.10138767,70.40701651,2.45914362,0
Baja California Sur,03,Quema de combustibles en fuentes estacionarias,Combustión doméstica,205.5025387,198.106622,5.928647592,2378.517018,166.5921557,515.4408566,0.077073741
Baja California Sur,03,Quema de combustibles en fuentes estacionarias,Combustión industrial,1.222867419,0.324367432,0.065235841,6.24398578,24.22904474,0.256855813,0.94578946
Baja California Sur,03,Uso de Solventes,Artes gráficas,0,0,0,0,0,308.2623861,0
Baja California Sur,03,Uso de Solventes,Asfaltado,0,0,0,0,0,75.69986891,0
Baja California Sur,03,Uso de Solventes,Lavado en seco,0,0,0,0,0,142.2591689,0
Baja California Sur,03,Uso de Solventes,Limpieza de superficies industriales,0,0,0,0,0,92.24254538,0
Baja California Sur,03,Uso de Solventes,Pintado Automotriz,0,0,0,0,0,183.3896277,0
Baja California Sur,03,Uso de Solventes,Pintura para señalización vial,0,0,0,0,0,65.98369032,0
Baja California Sur,03,Uso de Solventes,Recubrimiento de superficies arquitectónicas,0,0,0,0,0,410.4041258,0
Baja California Sur,03,Uso de Solventes,Recubrimiento de superficies en la industria,0,0,0,0,0,169.1342245,0
Baja California Sur,03,Uso de Solventes,Uso doméstico de solventes,0,0,0,0,0,1762.656545,0
Campeche,04,Agropecuarias,Aplicación de fertilizantes,0,0,0,0,0,0,1701.55302
Campeche,04,Agropecuarias,Aplicación de plaguicidas,0,0,0,0,0,96.08389366,0
Campeche,04,Agropecuarias,Corrales de engorda,98.3540388,11.23203123,0,0,0,0,0
Campeche,04,Agropecuarias,Emisiones ganaderas de amoniaco,0,0,0,0,0,0,3760.893883
Campeche,04,Agropecuarias,Labranza,2238.90513,496.3652674,0,0,0,0,0
Campeche,04,Agropecuarias,Quemas agrícolas,1402.777299,1337.760933,68.09799688,8322.031589,413.4820229,850.7491367,166.3866709
Campeche,04,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de combustibles,0,0,0,0,0,662.4935004,0
Campeche,04,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de gas L.P.,0,0,0,0,0,2271.951905,0
Campeche,04,Fuentes industriales ligeras y comerciales,Actividades de construcción,411.3797437,41.13797437,0,0,0,0,0
Campeche,04,Fuentes industriales ligeras y comerciales,Asados al carbón,73.67528829,58.80024758,0,146.6778691,2.700044962,9.463980122,0
Campeche,04,Fuentes industriales ligeras y comerciales,Panificación,0,0,0,0,0,37.63244926,0
Campeche,04,Fuentes misceláneas,Caminos pavimentados y no pavimentados,168.7860703,40.83533959,0,0,0,0,0
Campeche,04,Fuentes misceláneas,Emisiones domésticas de amoniaco,0,0,0,0,0,0,1362.222201
Campeche,04,Fuentes misceláneas,Esterilización de material hospitalario,0,0,0,0,0,0.55779,0
Campeche,04,Fuentes misceláneas,Incendios en construcción,0.011931108,0.011141716,0,0.189454272,0.004510816,0.011750676,0
Campeche,04,Fuentes misceláneas,Incendios forestales,736.1091827,624.651406,69.06151195,7270.325169,222.1858999,507.6922546,72.83359686
Campeche,04,Fuentes misceláneas,Ladrilleras,0,0,0,0,0,0,0
Campeche,04,Manejo de Residuos,Aguas residuales,0,0,0,0,0,102.1227406,0
Campeche,04,Manejo de Residuos,Quema de residuos a cielo abierto,1.632986587,1.495471927,0.042973331,3.652733154,0.257839987,0.367679822,0
Campeche,04,Manejo de Residuos,Rellenos sanitarios,0,0,0,2.623683567,0,139.1192811,0
Campeche,04,Quema de combustibles en fuentes estacionarias,Combustión agrícola,0.009859214,0.009857044,0.000349693,0.082768153,0.149167902,0.005245263,0.000235878
Campeche,04,Quema de combustibles en fuentes estacionarias,Combustión comercial,1.278262296,1.278262296,0.045376914,10.47013511,18.38267996,0.64206172,0
Campeche,04,Quema de combustibles en fuentes estacionarias,Combustión doméstica,1646.246518,1585.246029,47.14641734,19212.94242,654.8950699,4226.296679,0.047224519
Campeche,04,Quema de combustibles en fuentes estacionarias,Combustión industrial,0.484654969,0.127055734,0.025891133,2.468361359,9.613704717,0.101202286,0.376420248
Campeche,04,Uso de Solventes,Artes gráficas,0,0,0,0,0,274.0110099,0
Campeche,04,Uso de Solventes,Asfaltado,0,0,0,0,0,89.30003187,0
Campeche,04,Uso de Solventes,Lavado en seco,0,0,0,0,0,119.8813221,0
Campeche,04,Uso de Solventes,Limpieza de superficies industriales,0,0,0,0,0,196.605079,0
Campeche,04,Uso de Solventes,Pintado Automotriz,0,0,0,0,0,182.7323172,0
Campeche,04,Uso de Solventes,Pintura para señalización vial,0,0,0,0,0,77.83825432,0
Campeche,04,Uso de Solventes,Recubrimiento de superficies arquitectónicas,0,0,0,0,0,325.6094977,0
Campeche,04,Uso de Solventes,Recubrimiento de superficies en la industria,0,0,0,0,0,188.3874406,0
Campeche,04,Uso de Solventes,Uso doméstico de solventes,0,0,0,0,0,1777.948137,0
Chiapas,07,Agropecuarias,Aplicación de fertilizantes,0,0,0,0,0,0,11210.91436
Chiapas,07,Agropecuarias,Aplicación de plaguicidas,0,0,0,0,0,212.7412482,0
Chiapas,07,Agropecuarias,Corrales de engorda,551.2674852,62.95474681,0,0,0,0,0
Chiapas,07,Agropecuarias,Emisiones ganaderas de amoniaco,0,0,0,0,0,0,25504.58616
Chiapas,07,Agropecuarias,Labranza,3572.742636,792.0770424,0,0,0,0,0
Chiapas,07,Agropecuarias,Quemas agrícolas,3185.971601,3032.18071,157.9991971,19305.08939,938.4769281,2050.463698,385.9082952
Chiapas,07,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de combustibles,0,0,0,0,0,2173.075724,0
Chiapas,07,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de gas L.P.,0,0,0,0,0,8652.595648,0
Chiapas,07,Fuentes industriales ligeras y comerciales,Actividades de construcción,607.2800497,60.72800497,0,0,0,0,0
Chiapas,07,Fuentes industriales ligeras y comerciales,Asados al carbón,425.170884,339.3288825,0,846.4596574,15.58162214,54.61544689,0
Chiapas,07,Fuentes industriales ligeras y comerciales,Panificación,0,0,0,0,0,175.3098865,0
Chiapas,07,Fuentes misceláneas,Caminos pavimentados y no pavimentados,522.1950109,124.8781262,0,0,0,0,0
Chiapas,07,Fuentes misceláneas,Emisiones domésticas de amoniaco,0,0,0,0,0,0,9502.150197
Chiapas,07,Fuentes misceláneas,Esterilización de material hospitalario,0,0,0,0,0,2.08307,0
Chiapas,07,Fuentes misceláneas,Incendios en construcción,0.202828841,0.189409164,0,3.220722624,0.076683872,0.199761487,0
Chiapas,07,Fuentes misceláneas,Incendios forestales,1267.364998,1075.47043,117.9065025,12541.18473,379.2938971,875.7306575,125.6799729
Chiapas,07,Fuentes misceláneas,Ladrilleras,1307.064922,1192.743909,108.0230348,257.9654563,59.65451177,29.02111384,0
Chiapas,07,Manejo de Residuos,Aguas residuales,0,0,0,0,0,977.4279286,0
Chiapas,07,Manejo de Residuos,Quema de residuos a cielo abierto,10.7606414,9.854482124,0.283174774,24.06985576,1.699048642,2.422843363,0
Chiapas,07,Manejo de Residuos,Rellenos sanitarios,0,0,0,9.556415802,0,506.7233384,0
Chiapas,07,Quema de combustibles en fuentes estacionarias,Combustión agrícola,0.83988173,0.839851687,0.029810755,6.907244169,12.18049849,0.425921865,0.003264252
Chiapas,07,Quema de combustibles en fuentes estacionarias,Combustión comercial,0.867570275,0.867570275,0.030797796,7.10619254,12.47652125,0.435774148,0
Chiapas,07,Quema de combustibles en fuentes estacionarias,Combustión doméstica,16605.28306,15988.48021,475.2738879,193934.5619,6023.95544,42713.24443,0.085695152
Chiapas,07,Quema de combustibles en fuentes estacionarias,Combustión industrial,0.047853988,0.047853988,0.001698764,0.391967847,0.688187824,0.024036705,0
Chiapas,07,Uso de Solventes,Artes gráficas,0,0,0,0,0,1239.471677,0
Chiapas,07,Uso de Solventes,Asfaltado,0,0,0,0,0,466.0397473,0
Chiapas,07,Uso de Solventes,Lavado en seco,0,0,0,0,0,335.6677019,0
Chiapas,07,Uso de Solventes,Limpieza de superficies industriales,0,0,0,0,0,357.3219293,0
Chiapas,07,Uso de Solventes,Pintado Automotriz,0,0,0,0,0,837.4135687,0
Chiapas,07,Uso de Solventes,Pintura para señalización vial,0,0,0,0,0,467.7017021,0
Chiapas,07,Uso de Solventes,Recubrimiento de superficies arquitectónicas,0,0,0,0,0,1181.351262,0
Chiapas,07,Uso de Solventes,Recubrimiento de superficies en la industria,0,0,0,0,0,1202.908455,0
Chiapas,07,Uso de Solventes,Uso doméstico de solventes,0,0,0,0,0,6473.780107,0
Chihuahua,08,Agropecuarias,Aplicación de fertilizantes,0,0,0,0,0,0,8961.803227
Chihuahua,08,Agropecuarias,Aplicación de plaguicidas,0,0,0,0,0,395.8389541,0
Chihuahua,08,Agropecuarias,Corrales de engorda,359.3469864,41.03742585,0,0,0,0,0
Chihuahua,08,Agropecuarias,Emisiones ganaderas de amoniaco,0,0,0,0,0,0,6040.65735
Chihuahua,08,Agropecuarias,Labranza,13962.52081,3095.490863,0,0,0,0,0
Chihuahua,08,Agropecuarias,Quemas agrícolas,12879.13725,12302.29037,409.3990477,83752.14708,3258.191247,7419.945101,1674.959149
Chihuahua,08,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de combustibles,0,0,0,0,0,3382.815465,0
Chihuahua,08,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de gas L.P.,0,0,0,0,0,10036.31637,0
Chihuahua,08,Fuentes industriales ligeras y comerciales,Actividades de construcción,5792.622649,579.2622649,0,0,0,0,0
Chihuahua,08,Fuentes industriales ligeras y comerciales,Asados al carbón,299.5151966,239.0430784,0,596.2956078,10.97660445,38.47430981,0
Chihuahua,08,Fuentes industriales ligeras y comerciales,Panificación,0,0,0,0,0,112.4350327,0
Chihuahua,08,Fuentes misceláneas,Caminos pavimentados y no pavimentados,1571.794425,377.6187546,0,0,0,0,0
Chihuahua,08,Fuentes misceláneas,Emisiones domésticas de amoniaco,0,0,0,0,0,0,4632.393434
Chihuahua,08,Fuentes misceláneas,Esterilización de material hospitalario,0,0,0,0,0,1.64883,0
Chihuahua,08,Fuentes misceláneas,Incendios en construcción,0.645771238,0.603045353,0,10.25421247,0.244147916,0.636005321,0
Chihuahua,08,Fuentes misceláneas,Incendios forestales,1683.123609,1428.237507,156.2481624,16662.62144,502.8017096,1163.531067,167.0081835
Chihuahua,08,Fuentes misceláneas,Ladrilleras,1501.715907,1370.369957,124.110063,296.38224,68.538393,33.343002,0
Chihuahua,08,Manejo de Residuos,Aguas residuales,0,0,0,0,0,5347.034159,0
Chihuahua,08,Manejo de Residuos,Quema de residuos a cielo abierto,3.32743336,3.047228445,0.087564036,7.442943042,0.525384215,0.74919789,0
Chihuahua,08,Manejo de Residuos,Rellenos sanitarios,0,0,0,5.279078265,0,279.9200263,0
Chihuahua,08,Quema de combustibles en fuentes estacionarias,Combustión agrícola,0.649865739,0.649858934,0.023068588,5.329300653,9.368854142,0.32734131,0.000739337
Chihuahua,08,Quema de combustibles en fuentes estacionarias,Combustión comercial,23.05929889,23.05929889,1.259053892,217.8883838,319.216017,13.82695046,0.653624554
Chihuahua,08,Quema de combustibles en fuentes estacionarias,Combustión doméstica,2414.44597,2325.973347,69.81644392,28117.40824,1322.619368,6145.607506,0.821085582
Chihuahua,08,Quema de combustibles en fuentes estacionarias,Combustión industrial,17.89181304,4.531915146,0.959663909,90.45782098,356.0775111,3.672980205,14.06305041
Chihuahua,08,Uso de Solventes,Artes gráficas,0,0,0,0,0,1093.903328,0
Chihuahua,08,Uso de Solventes,Asfaltado,0,0,0,0,0,267.2946187,0
Chihuahua,08,Uso de Solventes,Lavado en seco,0,0,0,0,0,234.9673913,0
Chihuahua,08,Uso de Solventes,Limpieza de superficies industriales,0,0,0,0,0,12205.22734,0
Chihuahua,08,Uso de Solventes,Pintado Automotriz,0,0,0,0,0,747.3620311,0
Chihuahua,08,Uso de Solventes,Pintura para señalización vial,0,0,0,0,0,232.7613801,0
Chihuahua,08,Uso de Solventes,Recubrimiento de superficies arquitectónicas,0,0,0,0,0,1811.638633,0
Chihuahua,08,Uso de Solventes,Recubrimiento de superficies en la industria,0,0,0,0,0,971.8200975,0
Chihuahua,08,Uso de Solventes,Uso doméstico de solventes,0,0,0,0,0,8350.256919,0
Ciudad de México,09,Agropecuarias,Aplicación de fertilizantes,0,0,0,0,0,0,247.4542258
Ciudad de México,09,Agropecuarias,Aplicación de plaguicidas,0,0,0,0,0,5.399421697,0
Ciudad de México,09,Agropecuarias,Corrales de engorda,2.5766904,0.29414274,0,0,0,0,0
Ciudad de México,09,Agropecuarias,Emisiones ganaderas de amoniaco,0,0,0,0,0,0,360.7178675
Ciudad de México,09,Agropecuarias,Labranza,158.4263279,35.20585064,0,0,0,0,0
Ciudad de México,09,Agropecuarias,Quemas agrícolas,9.262519159,7.936779734,0.722758834,86.17852925,2.685623607,2.64437942,0.564898312
Ciudad de México,09,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de combustibles,0,0,0,0,0,1359.979524,0
Ciudad de México,09,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de gas L.P.,0,0,0,0,0,34595.65742,0
Ciudad de México,09,Fuentes industriales ligeras y comerciales,Actividades de construcción,505.3235787,453.1485392,0,0,0,0,0
Ciudad de México,09,Fuentes industriales ligeras y comerciales,Asados al carbón,140.3710841,60.76516958,10.7359533,883.020923,183.5668786,16.66492308,0
Ciudad de México,09,Fuentes industriales ligeras y comerciales,Panificación,0,0,0,0,0,920.0755939,0
Ciudad de México,09,Fuentes misceláneas,Caminos pavimentados y no pavimentados,2603.897332,639.449513,0,0,0,0,0
Ciudad de México,09,Fuentes misceláneas,Emisiones domésticas de amoniaco,34.9150824,18.1041168,0,0,0,0,13299.1009
Ciudad de México,09,Fuentes misceláneas,Esterilización de material hospitalario,0,0,0,0,0,16.69404,0
Ciudad de México,09,Fuentes misceláneas,Incendios en construcción,12.83757132,11.93894133,0,203.7709733,4.851689841,13.20451218,0
Ciudad de México,09,Fuentes misceláneas,Incendios forestales,45.28167897,38.42628534,4.149317197,449.569498,13.34997707,31.39048662,4.510127388
Ciudad de México,09,Fuentes misceláneas,Ladrilleras,0,0,0,0,0,0,0
Ciudad de México,09,Manejo de Residuos,Aguas residuales,0,0,0,0,0,8449.52472,0
Ciudad de México,09,Manejo de Residuos,Quema de residuos a cielo abierto,35.90700438,34.046784,2.127924,360.4703256,12.767544,95.50974082,3.238700328
Ciudad de México,09,Manejo de Residuos,Rellenos sanitarios,0,0,0,14.44308655,0,151.3149732,14.89488
Ciudad de México,09,Quema de combustibles en fuentes estacionarias,Combustión agrícola,0.256080001,0.256080001,0.005471692,2.733404885,4.764362614,32.51785843,0.291803741
Ciudad de México,09,Quema de combustibles en fuentes estacionarias,Combustión comercial,10.64623722,8.684523852,0.411492849,158.1105918,153.2526118,1937.508612,0
Ciudad de México,09,Quema de combustibles en fuentes estacionarias,Combustión doméstica,104.2927397,101.1826334,275.6801953,2170.369111,931.1484973,1626.428399,1.328649701
Ciudad de México,09,Quema de combustibles en fuentes estacionarias,Combustión industrial,35.74649498,35.74649498,2.468329266,392.7667635,503.8144902,1301.883218,1.908593791
Ciudad de México,09,Uso de Solventes,Artes gráficas,0,0,0,0,0,11302.48565,0
Ciudad de México,09,Uso de Solventes,Asfaltado,0,0,0,0,0,84.25,0
Ciudad de México,09,Uso de Solventes,Lavado en seco,0,0,0,0,0,432.48,0
Ciudad de México,09,Uso de Solventes,Limpieza de superficies industriales,0,0,0,0,0,10117.458,0
Ciudad de México,09,Uso de Solventes,Pintado Automotriz,0,0,0,0,0,2903.688728,0
Ciudad de México,09,Uso de Solventes,Pintura para señalización vial,0,0,0,0,0,358.1994352,0
Ciudad de México,09,Uso de Solventes,Recubrimiento de superficies arquitectónicas,0,0,0,0,0,3995.784368,0
Ciudad de México,09,Uso de Solventes,Recubrimiento de superficies en la industria,0,0,0,0,0,1021.656041,0
Ciudad de México,09,Uso de Solventes,Uso doméstico de solventes,0,0,0,0,0,31088.9695,0
Coahuila de Zaragoza,05,Agropecuarias,Aplicación de fertilizantes,0,0,0,0,0,0,943.4016725
Coahuila de Zaragoza,05,Agropecuarias,Aplicación de plaguicidas,0,0,0,0,0,79.0298515,0
Coahuila de Zaragoza,05,Agropecuarias,Corrales de engorda,192.5522148,21.98946293,0,0,0,0,0
Coahuila de Zaragoza,05,Agropecuarias,Emisiones ganaderas de amoniaco,0,0,0,0,0,0,12211.19717
Coahuila de Zaragoza,05,Agropecuarias,Labranza,2844.085544,630.5337652,0,0,0,0,0
Coahuila de Zaragoza,05,Agropecuarias,Quemas agrícolas,4600.198377,4401.236418,148.0630722,27594.99027,1206.851248,2513.015045,551.8221239
Coahuila de Zaragoza,05,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de combustibles,0,0,0,0,0,2449.023673,0
Coahuila de Zaragoza,05,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de gas L.P.,0,0,0,0,0,9449.742283,0
Coahuila de Zaragoza,05,Fuentes industriales ligeras y comerciales,Actividades de construcción,41.04560073,4.104560073,0,0,0,0,0
Coahuila de Zaragoza,05,Fuentes industriales ligeras y comerciales,Asados al carbón,239.4801303,191.129092,0,476.7736379,8.776445052,30.76248829,0
Coahuila de Zaragoza,05,Fuentes industriales ligeras y comerciales,Panificación,0,0,0,0,0,159.7760991,0
Coahuila de Zaragoza,05,Fuentes misceláneas,Caminos pavimentados y no pavimentados,554.2924568,134.1030137,0,0,0,0,0
Coahuila de Zaragoza,05,Fuentes misceláneas,Emisiones domésticas de amoniaco,0,0,0,0,0,0,3584.592832
Coahuila de Zaragoza,05,Fuentes misceláneas,Esterilización de material hospitalario,0,0,0,0,0,0.68858,0
Coahuila de Zaragoza,05,Fuentes misceláneas,Incendios en construcción,0.645771238,0.603045353,0,10.25421247,0.244147916,0.636005321,0
Coahuila de Zaragoza,05,Fuentes misceláneas,Incendios forestales,497.0689559,421.8073383,46.18131267,4920.202808,148.5621866,343.567669,49.31165859
Coahuila de Zaragoza,05,Fuentes misceláneas,Ladrilleras,1396.357426,1274.226541,115.4026586,275.5884384,63.72982638,31.00369932,0
Coahuila de Zaragoza,05,Manejo de Residuos,Aguas residuales,0,0,0,0,0,3534.374523,0
Coahuila de Zaragoza,05,Manejo de Residuos,Quema de residuos a cielo abierto,22.55362555,20.65437288,0.593516462,50.44889927,3.561098772,5.078126848,0
Coahuila de Zaragoza,05,Manejo de Residuos,Rellenos sanitarios,0,0,0,3.453700331,0,183.1304328,0
Coahuila de Zaragoza,05,Quema de combustibles en fuentes estacionarias,Combustión agrícola,1.464921496,1.46491742,0.052002551,12.0028221,21.08088482,0.736369446,0.000442846
Coahuila de Zaragoza,05,Quema de combustibles en fuentes estacionarias,Combustión comercial,7.75486862,7.75486862,0.359467952,69.06384898,109.1530319,4.32414524,0.124913612
Coahuila de Zaragoza,05,Quema de combustibles en fuentes estacionarias,Combustión doméstica,280.0456035,270.6904742,8.428321017,3187.271825,492.91184,663.161586,0.392261708
Coahuila de Zaragoza,05,Quema de combustibles en fuentes estacionarias,Combustión industrial,10.72781455,2.708273292,0.575627661,54.19999241,213.5685448,2.198701896,8.441622378
Coahuila de Zaragoza,05,Uso de Solventes,Artes gráficas,0,0,0,0,0,1211.642434,0
Coahuila de Zaragoza,05,Uso de Solventes,Asfaltado,0,0,0,0,0,183.510366,0
Coahuila de Zaragoza,05,Uso de Solventes,Lavado en seco,0,0,0,0,0,181.4204008,0
Coahuila de Zaragoza,05,Uso de Solventes,Limpieza de superficies industriales,0,0,0,0,0,9070.432292,0
Coahuila de Zaragoza,05,Uso de Solventes,Pintado Automotriz,0,0,0,0,0,464.0612084,0
Coahuila de Zaragoza,05,Uso de Solventes,Pintura para señalización vial,0,0,0,0,0,2761.55862,0
Coahuila de Zaragoza,05,Uso de Solventes,Recubrimiento de superficies arquitectónicas,0,0,0,0,0,1499.570041,0
Coahuila de Zaragoza,05,Uso de Solventes,Recubrimiento de superficies en la industria,0,0,0,0,0,780.0923229,0
Coahuila de Zaragoza,05,Uso de Solventes,Uso doméstico de solventes,0,0,0,0,0,7185.335504,0
Colima,06,Agropecuarias,Aplicación de fertilizantes,0,0,0,0,0,0,617.9859563
Colima,06,Agropecuarias,Aplicación de plaguicidas,0,0,0,0,0,43.38315749,0
Colima,06,Agropecuarias,Corrales de engorda,45.6678888,5.215272901,0,0,0,0,0
Colima,06,Agropecuarias,Emisiones ganaderas de amoniaco,0,0,0,0,0,0,2615.066755
Colima,06,Agropecuarias,Labranza,537.2607432,119.1107068,0,0,0,0,0
Colima,06,Agropecuarias,Quemas agrícolas,530.0975369,497.5850971,41.10191864,2805.773434,150.1109836,254.2936825,56.12600575
Colima,06,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de combustibles,0,0,0,0,0,679.9064082,0
Colima,06,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de gas L.P.,0,0,0,0,0,3459.380699,0
Colima,06,Fuentes industriales ligeras y comerciales,Actividades de construcción,432.238778,43.2238778,0,0,0,0,0
Colima,06,Fuentes industriales ligeras y comerciales,Asados al carbón,58.8210974,46.94511784,0,117.1051166,2.155669986,7.555880805,0
Colima,06,Fuentes industriales ligeras y comerciales,Panificación,0,0,0,0,0,29.68062952,0
Colima,06,Fuentes misceláneas,Caminos pavimentados y no pavimentados,189.4800489,44.58886443,0,0,0,0,0
Colima,06,Fuentes misceláneas,Emisiones domésticas de amoniaco,0,0,0,0,0,0,876.7440346
Colima,06,Fuentes misceláneas,Esterilización de material hospitalario,0,0,0,0,0,0.47758,0
Colima,06,Fuentes misceláneas,Incendios en construcción,0.226691058,0.211692595,0,3.599631168,0.085705504,0.223262838,0
Colima,06,Fuentes misceláneas,Incendios forestales,604.047442,512.5980284,55.35096082,5997.156276,178.0857,418.7420514,60.16408785
Colima,06,Fuentes misceláneas,Ladrilleras,544.9083435,497.2485274,45.03422286,107.5444128,24.86964546,12.09874644,0
Colima,06,Manejo de Residuos,Aguas residuales,0,0,0,0,0,1263.72139,0
Colima,06,Manejo de Residuos,Quema de residuos a cielo abierto,10.54503553,9.657032535,0.277500935,23.58757947,1.66500561,2.374297999,0
Colima,06,Manejo de Residuos,Rellenos sanitarios,0,0,0,2.244111373,0,118.9926883,0
Colima,06,Quema de combustibles en fuentes estacionarias,Combustión agrícola,0.691929691,0.69192887,0.024562634,5.668297217,9.953428938,0.347662068,8.92546E-05
Colima,06,Quema de combustibles en fuentes estacionarias,Combustión comercial,1.18134104,1.18134104,0.041936315,9.676261544,16.98885615,0.593378889,0
Colima,06,Quema de combustibles en fuentes estacionarias,Combustión doméstica,484.9985695,467.2520509,13.9315415,5639.39357,278.6076102,1232.597607,0.038678204
Colima,06,Quema de combustibles en fuentes estacionarias,Combustión industrial,12.0958932,2.938320708,0.651836774,60.62770214,241.6568291,2.433221859,9.639549996
Colima,06,Uso de Solventes,Artes gráficas,0,0,0,0,0,265.4481658,0
Colima,06,Uso de Solventes,Asfaltado,0,0,0,0,0,56.80170219,0
Colima,06,Uso de Solventes,Lavado en seco,0,0,0,0,0,141.4599601,0
Colima,06,Uso de Solventes,Limpieza de superficies industriales,0,0,0,0,0,240.8394074,0
Colima,06,Uso de Solventes,Pintado Automotriz,0,0,0,0,0,174.8445913,0
Colima,06,Uso de Solventes,Pintura para señalización vial,0,0,0,0,0,2508.210335,0
Colima,06,Uso de Solventes,Recubrimiento de superficies arquitectónicas,0,0,0,0,0,358.5997613,0
Colima,06,Uso de Solventes,Recubrimiento de superficies en la industria,0,0,0,0,0,182.7136848,0
Colima,06,Uso de Solventes,Uso doméstico de solventes,0,0,0,0,0,1744.972146,0
Durango,10,Agropecuarias,Aplicación de fertilizantes,0,0,0,0,0,0,4105.921015
Durango,10,Agropecuarias,Aplicación de plaguicidas,0,0,0,0,0,291.8935297,0
Durango,10,Agropecuarias,Corrales de engorda,349.7739,39.94417938,0,0,0,0,0
Durango,10,Agropecuarias,Emisiones ganaderas de amoniaco,0,0,0,0,0,0,30849.3144
Durango,10,Agropecuarias,Labranza,6509.161118,1443.08102,0,0,0,0,0
Durango,10,Agropecuarias,Quemas agrícolas,9529.99348,9121.975163,292.1786706,60843.75952,2489.017505,5824.563584,1216.655139
Durango,10,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de combustibles,0,0,0,0,0,1174.243306,0
Durango,10,Almacenamiento y transporte de derivados de petróleo,Manejo y distribución de gas L.P.,0,0,0,0,0,5651.032533,0
Durango,10,Fuentes industriales ligeras y comerciales,Actividades de construcción,1035.428201,103.5428201,0,0,0,0,0
Durango,10,Fuentes industriales ligeras y comerciales,Asados al carbón,142.4873017,113.7191155,0,283.6735936,5.221861088,18.30324689,0
Durango,10,Fuentes industriales ligeras y comerciales,Panificación,0,0,0,0,0,59.08386997,0
Durango,10,Fuentes misceláneas,Caminos pavimentados y no pavimentados,517.3607592,121.5519877,0,0,0,0,0
Durango,10,Fuentes misceláneas,Emisiones domésticas de amoniaco,0,0,0,0,0,0,2642.682195
Durango,10,Fuentes misceláneas,Esterilización de material hospitalario,0,0,0,0,0,0.68044,0
Durango,10,Fuentes misceláneas,Incendios en construcción,0.386269632,0.36071304,0,6.133582056,0.146037668,0.380428125,0
Durango,10,Fuentes misceláneas,Incendios forestales,1220.502936,1035.664805,112.8086897,12094.2128,363.0676102,844.5141674,121.250953
Durango,10,Fuentes misceláneas,Ladrilleras,2994.850581,2732.909229,247.5109256,591.0708672,136.685138,66.49547256,0
Durango,10,Manejo de Residuos,Aguas residuales,0,0,0,0,0,2667.532672,0
Durango,10,Manejo de Residuos,Quema de residuos a cielo abierto,4.154245347,3.80441416,0.109322246,9.292390908,0.655933476,0.935361137,0
Durango,10,Manejo de Residuos,Rellenos sanitarios,0,0,0,2.187225042,0,115.976324,0
Durango,10,Quema de combustibles en fuentes estacionarias,Combustión agrícola,0.228460336,0.228452231,0.008108978,1.878810853,3.313047984,0.115848,0.000880609
Durango,10,Quema de combustibles en fuentes estacionarias,Combustión comercial,5.018016773,5.018016773,0.178134107,41.10213822,72.16405947,2.520512802,0
Durango,10,Quema de combustibles en fuentes estacionarias,Combustión doméstica,1008.004431,971.0330168,28.94989471,11729.73542,545.8225022,2566.734661,0.102107444
Durango,10,Quema de combustibles en fuentes estacionarias,Combustión industrial,4.02133317,1.031314372,0.215383215,20.38458769,79.93725957,0.830595689,3.147388209
Durango,10,Uso de Solventes,Artes gráficas,0,0,0,0,0,500.9263774,0
Durango,10,Uso de Solventes,Asfaltado,0,0,0,0,0,281.4174415,0
Durango,10,Uso de Solventes,Lavado en seco,0,0,0,0,0,73.9268153,0
Durango,10,Uso de Solventes,Limpieza de superficies industriales,0,0,0,0,0,44169.55542,0
Durango,10,Uso de Solventes,Pintado Automotriz,0,0,0,0,0,258.9803344,0
Durango,10,Uso de Solventes,Pintura para señalización vial,0,0,0,0,0,245.2971396,0
